benchmark,dataset,train_size,method,subset,n_seeds,seeds,source,rmse_mean,rmse_std,mean_crps_mean,mean_crps_std,wall_sec_mean,wall_sec_std,coverage_90_mean,coverage_90_std,mean_width_90_mean,mean_width_90_std,coverage_95_mean,coverage_95_std,mean_width_95_mean,mean_width_95_std
pdebench_burgers,PDEBench Burgers ShockJump,200,dkl_svgp,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.9225292921066284,0.04647748999534639,0.47055206298828123,0.04257750497135642,0.7615701799993986,0.16032191942237783,0.7,0.08618294494852216,1.4413722952006232,0.31159394811320984,0.7390000000000001,0.06619289992136619,1.7175010229590497,0.3712870896812947
pdebench_burgers,PDEBench Burgers ShockJump,200,dkl_svgp,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7097043871879578,0.05424800425536799,0.3481017529964447,0.06685837070083733,0.7615701799993986,0.16032191942237783,0.7551020408163265,0.10641421604496042,1.4197804207826903,0.35105911787246774,0.7965986394557824,0.08763108887556276,1.6917727177017032,0.41831273993034634
pdebench_burgers,PDEBench Burgers ShockJump,200,dkl_svgp,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.341154432296753,0.12586596759206337,0.8101783871650696,0.06200656907944424,0.7615701799993986,0.16032191942237783,0.5471698113207547,0.06370544534390238,1.501259192171117,0.2039667393118424,0.5792452830188679,0.057415562470577115,1.7888606620690477,0.2430413603648125
pdebench_burgers,PDEBench Burgers ShockJump,200,lmjgp_predict_vi,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.8866100907325745,0.029305142176420804,0.3517411291599274,0.010446467409216613,593.7120631800033,8.439915333452436,0.8234999999999999,0.018343936327844142,1.345220836113155,0.2158849217136666,0.8675,0.018234582528810453,1.6029294928334856,0.2572427506198513
pdebench_burgers,PDEBench Burgers ShockJump,200,lmjgp_predict_vi,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.6899495244026184,0.024911284632583106,0.22104865908622742,0.009997825590733145,593.7120631800033,8.439915333452436,0.8823129251700681,0.01781741612749498,0.9011141812246095,0.20746719175495498,0.9183673469387756,0.01505846504842087,1.0737437740474647,0.24721240671549052
pdebench_burgers,PDEBench Burgers ShockJump,200,lmjgp_predict_vi,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.2821435928344727,0.060388813987188365,0.7142277956008911,0.042981195184092186,593.7120631800033,8.439915333452436,0.660377358490566,0.05565238190095329,2.576988350615347,0.3270783933769476,0.7264150943396226,0.0536990546066329,3.07067101474943,0.3897379442377309
pdebench_burgers,PDEBench Burgers ShockJump,200,xgb_bootstrap,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.8308548022044311,0.030604958448435436,0.38129852414131166,0.029394642242704865,1.482056660001399,0.38280050127270576,0.9175000000000001,0.013228756555322964,1.9603662135332989,0.13370811439818694,0.9410000000000001,0.00888819441731558,2.335920419955873,0.1593230451434812
pdebench_burgers,PDEBench Burgers ShockJump,200,xgb_bootstrap,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7002007254015636,0.03438745210971498,0.3081132173538208,0.034015567321424856,1.482056660001399,0.38280050127270576,0.9496598639455783,0.014171882078911298,1.8663325639319581,0.1617593332893038,0.9659863945578231,0.00745200758510431,2.2238724154808067,0.19274813406822378
pdebench_burgers,PDEBench Burgers ShockJump,200,xgb_bootstrap,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.1142798439590484,0.06147459542080475,0.5842842102050781,0.04144418874245365,1.482056660001399,0.38280050127270576,0.8283018867924529,0.031231972372163855,2.2211765246917343,0.13651979281122428,0.8716981132075471,0.02117919275532419,2.6466950738772823,0.16267336661608267
pdebench_burgers,PDEBench Burgers ShockJump,500,dkl_svgp,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.9363529086112976,0.03237571445227665,0.509398591518402,0.056554785848126475,1.1231898600017303,0.25551222633846044,0.6054999999999999,0.14788847149118822,1.2275174197039012,0.2661550231397877,0.6505000000000001,0.14406075107398267,1.46267722160433,0.3171432710552055
pdebench_burgers,PDEBench Burgers ShockJump,500,dkl_svgp,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7421064972877502,0.05678268821313949,0.3981576800346375,0.0740442958893246,1.1231898600017303,0.25551222633846044,0.6414965986394557,0.1764070320981235,1.2310749163163215,0.2985675453804332,0.6850340136054422,0.18267047890704916,1.4669162402751823,0.35576517345360237
pdebench_burgers,PDEBench Burgers ShockJump,500,dkl_svgp,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.3318718194961547,0.04660177200984762,0.8179346680641174,0.013990593770712196,1.1231898600017303,0.25551222633846044,0.5056603773584906,0.07418718208051885,1.2176504007977549,0.18894072841339965,0.5547169811320755,0.05513826111774511,1.4509199434040412,0.22513676404712227
pdebench_burgers,PDEBench Burgers ShockJump,500,lmjgp_predict_vi,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7894844532012939,0.02155397992558467,0.2934047937393188,0.010823205964919733,692.17290776,61.87791063546774,0.8390000000000001,0.023377339455121923,1.2002629253564616,0.06448044699226274,0.8895,0.009,1.4302014885284113,0.07683319156252646
pdebench_burgers,PDEBench Burgers ShockJump,500,lmjgp_predict_vi,far_from_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,0.660703718662262,0.03898624915160671,0.20383312106132506,0.018544544990658,692.17290776,61.87791063546774,0.8721088435374151,0.012092781520157275,0.8367915293090284,0.08919337488823034,0.9238095238095239,0.005090690322141422,0.9970986069159062,0.10628046141984679
pdebench_burgers,PDEBench Burgers ShockJump,500,lmjgp_predict_vi,near_threshold,5,"0,1,2,3,4",compare_burgers_train_sizes,1.066480779647827,0.03776812884236717,0.5418394446372986,0.026378436996960537,692.17290776,61.87791063546774,0.7471698113207548,0.0557801716946962,2.208381703072927,0.13244483541253577,0.7943396226415094,0.0354997881551449,2.631449103566869,0.15781775538776466
pdebench_burgers,PDEBench Burgers ShockJump,500,xgb_bootstrap,all,5,"0,1,2,3,4",compare_burgers_train_sizes,0.7241912110219431,0.007428343257300061,0.32055732011795046,0.005097614315594871,3.7044126799984953,1.5384199478907061,0.9269999999999999,0.009137833441248532,1.7830245526581798,0.05787873810357345,0.9404999999999999,0.006964194138592044,2.1246047973506252,0.0689667702310249
