setting,family,variant,mode,kind,init,projection_init,kcov_lambda,cem_updates,local_noise_std_floor,local_noise_var_floor,refresh_every,refresh_noise_std_floor,refresh_noise_var_floor,refresh_damping,refresh_gate_l2,refresh_gate_max_norm,qr_control,neighbor_mode,retrieval_lambda,qr_retrieval_pool,qr_anchor_pred_weight,qr_retrieval_composite_temperature,qr_rank_weight,qr_rank_temperature,qr_outer_cycles,N_train,N_test,n_test_eval,Q,observed_dim,latent_dim,n_neighbors,m_inducing,w_var,w_cov_lengthscale,qr_steps,qr_beta_kl,qr_train_log_std,qr_pairwise_weight,qr_pairwise_margin,lowrank_rank,lowrank_basis,lowrank_qr_w_signal_var,standardize_x,standardize_y_for_head,coverage_90_mean,coverage_90_std,coverage_95_mean,coverage_95_std,final_inlier_rate_mean,final_inlier_rate_std,gate_norm_mean_mean,gate_norm_mean_std,init_inlier_rate_mean,init_inlier_rate_std,init_sec_mean,init_sec_std,label_change_rate_mean,label_change_rate_std,max_n_inliers_mean,max_n_inliers_std,mean_crps_mean,mean_crps_std,mean_kernel_vector_correction_mean,mean_kernel_vector_correction_std,mean_lengthscale_mean,mean_lengthscale_std,mean_n_inliers_mean,mean_n_inliers_std,mean_noise_var_mean,mean_noise_var_std,mean_signal_var_mean,mean_signal_var_std,mean_width_90_mean,mean_width_90_std,mean_width_95_mean,mean_width_95_std,median_n_inliers_mean,median_n_inliers_std,min_n_inliers_mean,min_n_inliers_std,n_runs,pred_sec_mean,pred_sec_std,qr_R_std_median_mean,qr_R_std_median_std,qr_anchor_pred_nll_final_mean,qr_anchor_pred_nll_final_std,qr_anchor_pred_var_mean_final_mean,qr_anchor_pred_var_mean_final_std,qr_best_loss_mean,qr_best_loss_std,qr_grad_anchor_pred_R_mu_final_mean,qr_grad_anchor_pred_R_mu_final_std,qr_grad_anchor_pred_over_scaled_KL_R_mu_final_mean,qr_grad_anchor_pred_over_scaled_KL_R_mu_final_std,qr_grad_data_over_scaled_KL_R_mu_final_mean,qr_grad_data_over_scaled_KL_R_mu_final_std,qr_grad_pairwise_R_mu_final_mean,qr_grad_pairwise_R_mu_final_std,qr_grad_pairwise_over_data_R_mu_final_mean,qr_grad_pairwise_over_data_R_mu_final_std,qr_grad_pairwise_over_scaled_KL_R_mu_final_mean,qr_grad_pairwise_over_scaled_KL_R_mu_final_std,qr_grad_rank_R_mu_final_mean,qr_grad_rank_R_mu_final_std,qr_grad_rank_over_anchor_pred_R_mu_final_mean,qr_grad_rank_over_anchor_pred_R_mu_final_std,qr_grad_rank_over_scaled_KL_R_mu_final_mean,qr_grad_rank_over_scaled_KL_R_mu_final_std,qr_kl_per_anchor_mean,qr_kl_per_anchor_std,qr_rank_loss_final_mean,qr_rank_loss_final_std,qr_rank_neg_dist_mean_final_mean,qr_rank_neg_dist_mean_final_std,qr_rank_pair_accuracy_final_mean,qr_rank_pair_accuracy_final_std,qr_rank_pair_count_final_mean,qr_rank_pair_count_final_std,qr_rank_pos_dist_mean_final_mean,qr_rank_pos_dist_mean_final_std,qr_train_sec_mean,qr_train_sec_std,qr_train_wknn_metric_lambda_final_mean,qr_train_wknn_metric_lambda_final_std,qr_train_wknn_raw_topk_overlap_final_mean,qr_train_wknn_raw_topk_overlap_final_std,qr_train_wknn_selected_inlier_frac_final_mean,qr_train_wknn_selected_inlier_frac_final_std,refresh_count_mean,refresh_count_std,refresh_damping_active_mean,refresh_damping_active_std,refresh_gate_norm_final_mean,refresh_gate_norm_final_std,refresh_inlier_rate_final_mean,refresh_inlier_rate_final_std,refresh_label_change_final_mean,refresh_label_change_final_std,refresh_label_change_max_mean,refresh_label_change_max_std,refresh_label_change_mean_mean,refresh_label_change_mean_std,refresh_noise_var_floor_active_mean,refresh_noise_var_floor_active_std,refresh_train_sec_mean,refresh_train_sec_std,rmse_mean,rmse_std,test_wknn_raw_topk_overlap_mean,test_wknn_raw_topk_overlap_std,test_wknn_selected_inlier_frac_mean,test_wknn_selected_inlier_frac_std,train_sec_mean,train_sec_std,wall_sec_mean,wall_sec_std
lh_q5_train1000,LH,original_meanw_jumpgp_cem,anchor,original,cem,pls,0.0,0,,1e-05,0,,1e-05,1.0,0.001,8.0,learned,raw,1.0,200,0.0,1.0,0.0,0.25,4,1000,200,200,5,30,5,35,40,0.02,,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.53,0.0,0.57,0.0,0.6050000000000001,0.0,,,0.6050000000000001,0.0,30.1060873000024,0.0,0.0,0.0,34.0,0.0,322.5732116699219,0.0,,,,,21.175,0.0,,,,,247.95788570338712,0.0,295.4600444065385,0.0,23.0,0.0,5.0,0.0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.2995904178458,0.0,,,,,30.1060873000024,0.0,30.1060873000024,0.0
lh_q5_train1000,LH,qr_alt_hya0.0_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.0,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.785,0.0,0.785,0.0,0.649,0.0,3.0214039647191226,0.0,0.6050000000000001,0.0,32.85766969999531,0.0,0.07228571428571429,0.0,34.0,0.0,289.6619873046875,0.0,0.2184746315191719,0.0,10.521891752059899,0.0,22.715,0.0,0.012866280878866904,0.0,0.5053410908642251,0.0,363.46518214111944,0.0,433.09547728644304,0.0,27.0,0.0,3.0,0.0,1,0.6826817999972263,0.0,0.049787068367863944,0.0,8.378958037164736,0.0,0.07882288265296342,0.0,8.845370855090023,0.0,0.041027751775542014,0.0,2.5173816277833265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02132725237708153,0.0,0.5198250319257216,0.0,1.308597985063588,0.0,101.3893607373056,0.0,0.5088932618663569,0.0,1.3358527127951614,0.0,0.8004589604013235,0.0,18738.0,0.0,1.1774376043114017,0.0,33.42228350001096,0.0,0.0,0.0,1.0,0.0,0.7071428571428572,0.0,3.0,0.0,1.0,0.0,3.321980711691561,0.0,0.7071428571428572,0.0,0.04914285714285715,0.0,0.04942857142857143,0.0,0.04923809523809525,0.0,0.010000000000000002,0.0,117.38281780000398,0.0,656.5716379456909,0.0,1.0,0.0,0.649,0.0,246.26366330000747,0.0,0.6826817999972263,0.0
lh_q5_train1000,LH,qr_alt_hya0.15_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.15,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.77,0.0,0.77,0.0,0.6661428571428571,0.0,3.024872245512106,0.0,0.6224285714285714,0.0,35.95780059999379,0.0,0.06857142857142857,0.0,34.0,0.0,304.16143798828125,0.0,0.17622874861401147,0.0,10.574465294144185,0.0,23.315,0.0,0.013012038484590673,0.0,0.45792147692529717,0.0,342.07052368828795,0.0,407.60216934584406,0.0,27.0,0.0,5.0,0.0,1,0.6607019000002765,0.0,0.049787068367863944,0.0,9.028994464020462,0.0,0.08209219738597959,0.0,10.3065680167666,0.0,0.3071879811230592,0.0,15.257161880349768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396688023964716,0.0,0.1291352684155022,0.0,1.9702376946841493,0.0,101.64879795405827,0.0,0.8496112910833638,0.0,1.2741034511103027,0.0,0.693051890941073,0.0,18192.0,0.0,1.0674483635253402,0.0,38.45251299999654,0.0,0.15,0.0,0.9505714285714286,0.0,0.7180000000000001,0.0,3.0,0.0,1.0,0.0,3.404859340718086,0.0,0.7180000000000001,0.0,0.06314285714285715,0.0,0.06571428571428573,0.0,0.06476190476190478,0.0,0.010000000000000002,0.0,135.89992709999933,0.0,678.4839062547776,0.0,0.9432857142857144,0.0,0.6661428571428571,0.0,273.77711160000035,0.0,0.6607019000002765,0.0
lh_q5_train1000,LH,qr_alt_hya0.1_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.1,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.775,0.0,0.775,0.0,0.6482857142857144,0.0,3.0350390194118892,0.0,0.6025714285714286,0.0,30.916679400004796,0.0,0.07085714285714287,0.0,34.0,0.0,309.9070739746094,0.0,0.2150502240570593,0.0,10.892491814697642,0.0,22.69,0.0,0.012648828988441479,0.0,0.9176700590198723,0.0,355.17829988829385,0.0,423.2210480402586,0.0,26.0,0.0,5.0,0.0,1,0.678879600003711,0.0,0.049787068367863944,0.0,8.691125715820997,0.0,0.08413638693344389,0.0,9.556572732208306,0.0,0.13058668351804484,0.0,6.825310535918683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035258903583573205,0.0,0.2700038214725855,0.0,1.842859927449257,0.0,101.72951938145465,0.0,0.6775471359631883,0.0,1.351220964996172,0.0,0.7427579472713465,0.0,18434.0,0.0,1.0676141336632696,0.0,37.105141599997296,0.0,0.1,0.0,0.9662857142857143,0.0,0.7137142857142857,0.0,3.0,0.0,1.0,0.0,3.392311292199955,0.0,0.7137142857142857,0.0,0.053142857142857144,0.0,0.060000000000000005,0.0,0.05657142857142857,0.0,0.010000000000000002,0.0,128.71222800000396,0.0,688.2762096147433,0.0,0.9601428571428572,0.0,0.6482857142857144,0.0,266.94008439999743,0.0,0.678879600003711,0.0
lh_q5_train1000,LH,qr_alt_hya0.25_refresh10_self_cem2_nstd0.1_qrprior_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,prior,hybrid_anchor,0.25,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.775,0.0,0.775,0.0,0.6455714285714286,0.0,1.495714799485874,0.0,0.6050000000000001,0.0,34.50095409999631,0.0,0.08514285714285715,0.0,34.0,0.0,313.856201171875,0.0,0.1926756305004584,0.0,9.655866490444355,0.0,22.595,0.0,0.012925233392931106,0.0,0.39234270139020666,0.0,470.56310576214923,0.0,560.7105244108964,0.0,27.0,0.0,2.0,0.0,1,1.0052584000004572,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.25,0.0,1.0,0.0,0.7071428571428572,0.0,3.0,0.0,1.0,0.0,1.651541151851315,0.0,0.7071428571428572,0.0,0.05542857142857143,0.0,0.05542857142857143,0.0,0.05542857142857143,0.0,0.010000000000000002,0.0,124.64674079999531,0.0,696.0977731544642,0.0,1.0,0.0,0.6455714285714286,0.0,223.40091439999378,0.0,1.0052584000004572,0.0
lh_q5_train1000,LH,qr_alt_hya0.25_refresh10_self_cem2_nstd0.1_qrshuf_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,shuf,hybrid_anchor,0.25,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.775,0.0,0.78,0.0,0.6788571428571429,0.0,2.8918895593658944,0.0,0.6317142857142858,0.0,38.069188499997836,0.0,0.07342857142857144,0.0,34.0,0.0,296.1750183105469,0.0,0.2432700253439314,0.0,10.510954550426698,0.0,23.76,0.0,0.014902338982954526,0.0,0.41320381513421156,0.0,316.0687894658915,0.0,376.6191920301469,0.0,27.0,0.0,3.0,0.0,1,0.6623260999986087,0.0,0.049787068367863944,0.0,16.522599005322355,0.0,0.09953771210329809,0.0,17.258042333436066,0.0,0.131617738434799,0.0,6.8672917283724555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03443232391928722,0.0,0.2616085364214243,0.0,1.796542138252121,0.0,101.35489420130442,0.0,0.7294396270827026,0.0,1.2759197803726674,0.0,0.7204750752760121,0.0,17934.0,0.0,1.0547066595598964,0.0,38.11447799999587,0.0,0.25,0.0,0.9182857142857144,0.0,0.706857142857143,0.0,3.0,0.0,1.0,0.0,3.297641816071727,0.0,0.706857142857143,0.0,0.06485714285714286,0.0,0.0682857142857143,0.0,0.06571428571428571,0.0,0.010000000000000002,0.0,127.11318180001399,0.0,673.6831884858108,0.0,0.9107142857142858,0.0,0.6788571428571429,0.0,268.08033740000246,0.0,0.6623260999986087,0.0
lh_q5_train1000,LH,qr_alt_hya0.2_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.2,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.76,0.0,0.76,0.0,0.6591428571428571,0.0,3.0094296264788465,0.0,0.6121428571428572,0.0,35.07718829999794,0.0,0.07271428571428572,0.0,34.0,0.0,322.5001220703125,0.0,0.23283669536457915,0.0,10.64567563556311,0.0,23.07,0.0,0.011194075261546865,0.0,0.544174972217638,0.0,349.52252863339913,0.0,416.4817809208278,0.0,27.0,0.0,5.0,0.0,1,0.6627404000028037,0.0,0.049787068367863944,0.0,17.854392998674903,0.0,0.09269775597179225,0.0,18.485144114653068,0.0,0.1731383215383857,0.0,11.157895156229523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02788259621786788,0.0,0.1610423155888404,0.0,1.7968932730670872,0.0,101.58405139615454,0.0,0.487282444202804,0.0,1.3591948752971712,0.0,0.7968818142171827,0.0,18344.0,0.0,1.0590904924604947,0.0,34.99961880000046,0.0,0.2,0.0,0.9348571428571429,0.0,0.7120000000000001,0.0,3.0,0.0,1.0,0.0,3.373772165780471,0.0,0.7120000000000001,0.0,0.05971428571428572,0.0,0.06742857142857143,0.0,0.06295238095238097,0.0,0.010000000000000002,0.0,121.95020149999618,0.0,707.8939378036487,0.0,0.9267142857142858,0.0,0.6591428571428571,0.0,258.1796888000026,0.0,0.6627404000028037,0.0
lh_q5_train1000,LH,qr_alt_hya0.3_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.3,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.775,0.0,0.775,0.0,0.6914285714285715,0.0,3.0586690822571594,0.0,0.6464285714285715,0.0,37.344573900001706,0.0,0.0692857142857143,0.0,34.0,0.0,286.4952087402344,0.0,0.2819897612548762,0.0,10.441454881989692,0.0,24.2,0.0,0.012179559798390669,0.0,0.5523159165586259,0.0,370.0502667010738,0.0,440.94208950845706,0.0,27.0,0.0,2.0,0.0,1,0.7782331000053091,0.0,0.049787068367863944,0.0,27.352287230397224,0.0,0.07621814399497065,0.0,28.128041769727748,0.0,0.20881169129402188,0.0,11.851529080279953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01988474280688036,0.0,0.0952281104738814,0.0,1.128598720546722,0.0,101.33762523048135,0.0,0.4589241808678317,0.0,1.2629513464652442,0.0,0.8057107733571748,0.0,17896.0,0.0,1.1242625281220224,0.0,36.987611400007154,0.0,0.3,0.0,0.9088571428571429,0.0,0.7148571428571429,0.0,3.0,0.0,1.0,0.0,3.3940155323908803,0.0,0.7148571428571429,0.0,0.060571428571428575,0.0,0.066,0.0,0.06285714285714286,0.0,0.010000000000000002,0.0,150.9000584999958,0.0,658.475763299707,0.0,0.8997142857142858,0.0,0.6914285714285715,0.0,292.1726400999978,0.0,0.7782331000053091,0.0
lh_q5_train1000,LH,qr_alt_hya0.4_refresh10_self_cem2_nstd0.1_rank0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,hybrid_anchor,0.4,200,1.0,0.0,0.1,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.8,0.0,0.8,0.0,0.7027142857142857,0.0,3.0432303984135842,0.0,0.6535714285714286,0.0,37.565195199997106,0.0,0.07200000000000001,0.0,34.0,0.0,275.21630859375,0.0,0.26303049724387734,0.0,10.253631244168503,0.0,24.595,0.0,0.012880722684162809,0.0,0.45132677091948703,0.0,327.76551108113824,0.0,390.5566954817846,0.0,27.0,0.0,4.0,0.0,1,0.687621000004583,0.0,0.049787068367863944,0.0,15.79596111199866,0.0,0.08741572990358737,0.0,16.54332421474391,0.0,0.08096909979465765,0.0,3.806326327487148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030923706383183414,0.0,0.381919849192171,0.0,1.4537115769880355,0.0,101.3644622454467,0.0,0.628877857906402,0.0,1.2619097497567848,0.0,0.7446197991391679,0.0,18122.0,0.0,1.069448445353185,0.0,35.44609249999485,0.0,0.4,0.0,0.8782857142857143,0.0,0.7137142857142857,0.0,3.0,0.0,1.0,0.0,3.3795468526708397,0.0,0.7137142857142857,0.0,0.05171428571428572,0.0,0.05171428571428572,0.0,0.05114285714285715,0.0,0.010000000000000002,0.0,114.00925859999552,0.0,642.1850932133452,0.0,0.8684285714285714,0.0,0.7027142857142857,0.0,245.8691168999867,0.0,0.687621000004583,0.0
lh_q5_train1000,LH,qr_alt_refresh10_self_cem2_nstd0.1_kcov0.1,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,raw,1.0,200,0.0,1.0,0.0,0.25,4,1000,200,200,5,30,5,35,40,0.02,7.805389906357939,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.79,0.0,0.795,0.0,0.6518571428571429,0.0,3.0598707513987975,0.0,0.6050000000000001,0.0,33.45916399999987,0.0,0.07142857142857144,0.0,34.0,0.0,296.90203857421875,0.0,0.2125655258485548,0.0,10.449747539005477,0.0,22.815,0.0,0.015754208111594864,0.0,0.506816453182099,0.0,372.8916552367262,0.0,444.32781277569103,0.0,27.0,0.0,4.0,0.0,1,0.837469099998998,0.0,0.049787068367863944,0.0,,,,,3.3464012257945868,0.0,0.0,0.0,0.0,0.0,5.943922730105509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.54131982468671,0.0,,,,,,,,,,,16.919706100008625,0.0,,,,,,,3.0,0.0,1.0,0.0,3.712323457774967,0.0,0.704857142857143,0.0,0.001142857142857143,0.0,0.046000000000000006,0.0,0.016761904761904763,0.0,0.010000000000000002,0.0,73.85834989999421,0.0,666.145663257134,0.0,,,,,160.79094310000073,0.0,0.837469099998998,0.0
