phase,step,sample,reward_mean,reward_std,reward_min,reward_max,adv_mean,adv_std,reward_spread_mean_over_anchors,reward_spread_max_over_anchors
refine,1,0,-0.5816863560630865,0.773005596167972,-4.648243250997102,0.2365297654323717,0.18,1.4517575555167603,0.11304840281584029,2.263916626146873
refine,1,1,-0.521600208274828,0.7819153303002271,-4.648285464657127,1.018613075771949,-0.24,1.4361058456812992,0.11304840281584029,2.263916626146873
refine,1,2,-0.5128098834048971,0.7818734794102842,-4.6482547306710345,1.0314639198728015,0.02,1.516443206981389,0.11304840281584029,2.263916626146873
refine,1,3,-0.5430241345622767,0.779730491057839,-4.648273512283955,0.6646086418457655,-0.16,1.301691207621838,0.11304840281584029,2.263916626146873
refine,1,4,-0.5100633278028691,0.773536901529965,-4.648332957416623,0.9130874303407224,0.2,1.296148139681572,0.11304840281584029,2.263916626146873
refine,2,0,-0.5551962605214594,0.7932008121691873,-4.648270504344394,0.8912849554961133,-0.34,1.3207573584879244,0.08717085753871405,1.1891625575174347
refine,2,1,-0.5230726797294839,0.7602926818523047,-4.648281524797537,0.38879113978646207,-0.16,1.5793669617919708,0.08717085753871405,1.1891625575174347
refine,2,2,-0.5383479550761887,0.7944599442371654,-4.648257616481294,0.8481599686330276,0.16,1.433317829373513,0.08717085753871405,1.1891625575174347
refine,2,3,-0.541562290365998,0.7953566072166472,-4.648260186590443,0.8747150905576538,0.02,1.1914696806885183,0.08717085753871405,1.1891625575174347
refine,2,4,-0.5450318408994081,0.7761221486132232,-4.64826789337028,0.5088067884516518,0.32,1.4204224723651766,0.08717085753871405,1.1891625575174347
refine,3,0,-0.544456434423655,0.8061993908694199,-4.648256509568421,1.0367626825872112,-0.04,1.522629304853942,0.09751735714267996,2.121534887875732
refine,3,1,-0.5086961327593873,0.7859060553219525,-4.648271133049144,1.0174847017067008,0.24,1.2257242756835647,0.09751735714267996,2.121534887875732
refine,3,2,-0.5309023739378169,0.7752892832389534,-4.648249079552416,0.8077568544271231,-0.32,1.4620533505997657,0.09751735714267996,2.121534887875732
refine,3,3,-0.5108817381075295,0.7838620779096419,-4.64825151535409,1.0293115950390221,0.06,1.2870120434556938,0.09751735714267996,2.121534887875732
refine,3,4,-0.5438518893248558,0.7702493398576841,-4.648252228824706,0.42729659602481174,0.06,1.4887578715157141,0.09751735714267996,2.121534887875732
refine,4,0,-0.6628394579338157,1.1097725473518265,-5.99070927608191,0.6732845704141046,-0.36,1.3821722034536792,0.21323233526861102,5.9036394593094625
refine,4,1,-0.5561945020546625,0.7953601229581974,-4.648287093343839,0.49008180016769504,-0.02,1.435130656072819,0.21323233526861102,5.9036394593094625
refine,4,2,-0.5717831483335657,0.8234762492097976,-4.64825894855332,0.5147096697792874,0.34,1.3358143583597237,0.21323233526861102,5.9036394593094625
refine,4,3,-0.5517375835487127,0.7782484673124201,-4.648267605769811,0.2754406852870188,0.1,1.4177446878757827,0.21323233526861102,5.9036394593094625
refine,4,4,-0.5677591537190955,0.7939526683979005,-4.648244301876714,0.9086026789167492,-0.06,1.4058449416631977,0.21323233526861102,5.9036394593094625
refine,5,0,-0.48947178355743076,0.7816125885365115,-4.648254025909055,0.8959061632235393,0.02,1.435130656072819,0.1030630723163601,2.6304195594966497
refine,5,1,-0.5494934218767061,0.8080301376973713,-4.648319617368689,0.893988406704356,0.2,1.50996688705415,0.1030630723163601,2.6304195594966497
refine,5,2,-0.5060579655059496,0.7670137855796847,-4.648221662142626,0.5085486291765289,0.0,1.3564659966250536,0.1030630723163601,2.6304195594966497
refine,5,3,-0.5268493700028185,0.7898540111745268,-4.648283632342006,0.8892205844622612,-0.18,1.2757742747053649,0.1030630723163601,2.6304195594966497
refine,5,4,-0.5622689160710983,0.7945525267690172,-4.6482605751530475,0.2839219566064191,-0.04,1.45547243189282,0.1030630723163601,2.6304195594966497
refine,6,0,-0.5705597792728083,0.7967762489157123,-4.648236358623021,0.3422007486692333,0.1,1.4999999999999998,0.16159490801146417,2.917284836215561
