KL_u_mean,KL_u_sum,Kinvt_mu_norm_mean,Kinvt_mu_star_norm_mean,elbo_scale,mean_m_j,mu_star_norm_mean,mu_u_norm_mean,mu_u_vs_star_cos_mean,phiTr_norm_mean,psi1_effrank,psi1_row_std,r2_tau0,r2_tau0.25,r2_tau0.5,r2_tau1,ratio_zeta_elbo_star_r,ratio_zeta_learned_r_elbo,ratio_zeta_learned_r_tau0,ratio_zeta_learned_r_tau0.25,ratio_zeta_learned_r_tau0.5,ratio_zeta_learned_r_tau1,ratio_zeta_ridge_r_tau0,ratio_zeta_ridge_r_tau0.25,ratio_zeta_ridge_r_tau0.5,ratio_zeta_ridge_r_tau1,ratio_zeta_yres,ratio_zeta_ywork,rmse,rmse_raw,sigma_k_mean,sigma_k_std,sigma_n_mean,sigma_n_std,signal_tau0,signal_tau0.25,signal_tau0.5,signal_tau1,std_m_W,std_mu_y,std_zeta,step,variant,zeta_learned_std_tau0,zeta_learned_std_tau0.25,zeta_learned_std_tau0.5,zeta_learned_std_tau1,zeta_ridge_std_tau0,zeta_ridge_std_tau0.25,zeta_ridge_std_tau0.5,zeta_ridge_std_tau1
0.30534374713897705,61.068748474121094,0.6497530341148376,0.3351873755455017,per_region,-0.7119909524917603,0.3421035706996918,0.6461261510848999,0.23928584158420563,0.5912972688674927,1.985880732536316,0.02165287919342518,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004855643829716537,0.007657737456642832,0.11054943691918913,0.09847123008238319,0.0884844137859315,0.07293438103723208,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.007683759767824649,0.006767231030418679,1.774923324584961,728.2442510777367,0.10173708945512772,0.00870925560593605,0.992527425289154,0.13177281618118286,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47225409746170044,0.012797560542821884,100,D3,0.18347866833209991,0.16343249380588531,0.1468573957681656,0.12104903906583786,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.10536682605743408,21.073366165161133,0.3533344268798828,0.24944497644901276,per_region,-0.7114092707633972,0.25450295209884644,0.35701605677604675,0.5600147843360901,0.33795422315597534,1.985069990158081,0.022029945626854897,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.0050538147758000685,0.005792677739449434,0.06481690552220938,0.05813127476412162,0.05254017190757091,0.04370986926130659,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.004340159481040524,0.00382244545512949,1.7747870683670044,728.1883671091111,0.10333475470542908,0.01693444699048996,1.1740700006484985,0.18110427260398865,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4727516770362854,0.007228654809296131,200,D3,0.10757648199796677,0.0964803546667099,0.08720081299543381,0.07254517823457718,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.052910346537828445,10.582069396972656,0.23273314535617828,0.2064448446035385,per_region,-0.7111413478851318,0.21061205863952637,0.23595599830150604,0.7866822481155396,0.22912715375423431,1.9843828678131104,0.021858131512999535,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004456452665277189,0.0047314684556608875,0.044954849970347675,0.040525504054426384,0.03678855529132062,0.03082188155582601,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.0031303659681298467,0.002756958672488059,1.7747855186462402,728.1877668470569,0.10252714157104492,0.016711436212062836,1.2896549701690674,0.21846908330917358,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47287097573280334,0.005213704891502857,300,D3,0.07461147010326385,0.06726009398698807,0.061057887971401215,0.05115501210093498,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.30529487133026123,61.05897521972656,0.6496825218200684,0.33515664935112,per_region,-0.711991548538208,0.34207209944725037,0.6460596323013306,0.23922495543956757,0.5912289023399353,1.9858815670013428,0.02165169268846512,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004852590741482197,0.007655598617357785,0.11053924662012798,0.09846188373760553,0.08847582161306672,0.07292703683931842,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.007683210659278106,0.0067667474202450775,1.7749232053756714,728.244251402806,0.10173188894987106,0.008690891787409782,0.9925279021263123,0.1317729502916336,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4722532331943512,0.012796645984053612,100,D3_cov0.1,0.1834617555141449,0.16341698169708252,0.14684313535690308,0.12103684991598129,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.10534412413835526,21.068824768066406,0.3533029556274414,0.24942684173583984,per_region,-0.7114108204841614,0.25448253750801086,0.3569852411746979,0.5600671172142029,0.3379210829734802,1.9850713014602661,0.02202904224395752,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.005049727201064154,0.005788864160831249,0.0648076938509876,0.05812272299332361,0.05253221718953728,0.04370294255141614,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.0043384676947973285,0.0038209554728685607,1.7747870683670044,728.1883918611752,0.1033308282494545,0.016915880143642426,1.1740705966949463,0.18110442161560059,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47274941205978394,0.007225837092846632,200,D3_cov0.1,0.10756119340658188,0.09646616131067276,0.08718761056661606,0.07253368198871613,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.05290241539478302,10.580483436584473,0.2327219694852829,0.20644934475421906,per_region,-0.7111449241638184,0.21061401069164276,0.2359457015991211,0.7867497205734253,0.22911623120307922,1.9843839406967163,0.021857639774680138,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004454142148595648,0.004728992422779507,0.044950136395892085,0.04052110471826783,0.036784445503307193,0.030818272304528584,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.00312885032062188,0.0027556238197634685,1.7747856378555298,728.1877951732232,0.1025250256061554,0.01670021004974842,1.2896554470062256,0.21846923232078552,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4728641211986542,0.005211180541664362,300,D3_cov0.1,0.07460364699363708,0.06725279241800308,0.06105106696486473,0.051149021834135056,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.3053293228149414,61.06586456298828,0.6497322916984558,0.3351783752441406,per_region,-0.7119911909103394,0.3420943319797516,0.6461065411567688,0.23926810920238495,0.5912771821022034,1.985880970954895,0.021652530878782272,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004854744119282645,0.007657107267917538,0.11054643818801166,0.0984684737636063,0.08848189090131811,0.07293221728210104,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.007683598166633253,0.006767088705225023,1.7749232053756714,728.2442514802149,0.10173555463552475,0.008703851141035557,0.9925276041030884,0.13177284598350525,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4722538888454437,0.01279729139059782,100,D3_cov0.03,0.18347369134426117,0.1634279191493988,0.14685320854187012,0.12104544788599014,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.10536014288663864,21.07202911376953,0.35332515835762024,0.24943844974040985,per_region,-0.7114101052284241,0.25449493527412415,0.3570069670677185,0.5600295662879944,0.33794447779655457,1.9850703477859497,0.022029677405953407,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.005052611429585063,0.005791555473718247,0.06481419409461779,0.05812875636862677,0.052537828587698704,0.043707831201494365,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.0043396612554438664,0.003822006660155275,1.7747870683670044,728.1883750848731,0.10333360731601715,0.016928985714912415,1.1740702390670776,0.18110430240631104,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.472750186920166,0.007227825000882149,200,D3_cov0.03,0.10757198184728622,0.09647617489099503,0.08719692379236221,0.07254179567098618,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.05290801823139191,10.58160400390625,0.23272991180419922,0.20643453299999237,per_region,-0.7111411094665527,0.21060143411159515,0.23595303297042847,0.7867031693458557,0.2291240245103836,1.9843829870224,0.021857986226677895,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.0044557341236664,0.0047307415264048365,0.044953467321840704,0.04052421567740852,0.03678734996299554,0.030820822123853134,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.0031299211433401075,0.0027565669088494642,1.7747855186462402,728.1877680070683,0.10252650827169418,0.016708139330148697,1.289655089378357,0.21846912801265717,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47287166118621826,0.005212964024394751,300,D3_cov0.03,0.07460917532444,0.06725795567035675,0.06105588749051094,0.05115325376391411,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.30549025535583496,61.098052978515625,0.649959146976471,0.33527353405952454,per_region,-0.71198970079422,0.3421911895275116,0.6463212966918945,0.23938673734664917,0.5914979577064514,1.985878825187683,0.02165624126791954,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.00486442341549811,0.007663873828489655,0.11058016044640254,0.09849934094261265,0.08851024417394815,0.07295641363097309,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.007685523960761862,0.006768784788155659,1.7749232053756714,728.2442587859299,0.10175176709890366,0.008760937489569187,0.9925262331962585,0.13177229464054108,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4722558557987213,0.012800498865544796,100,D3_ridge0.1,0.18352966010570526,0.16347914934158325,0.1469002664089203,0.12108560651540756,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.10543477535247803,21.086956024169922,0.35343068838119507,0.2494867891073227,per_region,-0.7114088535308838,0.25454264879226685,0.35710975527763367,0.5597927570343018,0.3380541205406189,1.9850653409957886,0.022032443434000015,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.005065595687119199,0.005803643878874708,0.06484421283022213,0.05815657992527036,0.052563681421308,0.043730308217969756,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.00434519818234074,0.0038268833910555726,1.7747869491577148,728.1883402557241,0.10334558039903641,0.016986951231956482,1.174068570137024,0.18110378086566925,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47275030612945557,0.0072370474226772785,200,D3_ridge0.1,0.10762180387973785,0.09652235358953476,0.0872398316860199,0.07257910072803497,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.05293258652091026,10.586517333984375,0.23276439309120178,0.20648345351219177,per_region,-0.7111434936523438,0.21064956486225128,0.23598411679267883,0.7864288687705994,0.22915631532669067,1.9843785762786865,0.02185947448015213,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004463231280589865,0.0047385219061499865,0.04496789983791188,0.040537687522114466,0.0367999464295883,0.03083189453470525,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.00313479660197208,0.002760860795920375,1.7747855186462402,728.1877565738532,0.10253286361694336,0.016742844134569168,1.2896535396575928,0.2184685468673706,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47286537289619446,0.005221084225922823,300,D3_ridge0.1,0.07463312894105911,0.06728031486272812,0.06107679381966591,0.05117163062095642,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.08338595926761627,16.67719268798828,0.3282283842563629,0.3350015878677368,per_region,-0.7110071182250977,0.34192848205566406,0.3315669894218445,0.9093980193138123,0.3272615075111389,1.9856765270233154,0.021586762741208076,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.004869983910312444,0.004633262914123262,0.06017715013170893,0.05432917093468396,0.04937024370588041,0.04141103206460243,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.0032216964582557194,0.002837393337079667,1.7744709253311157,728.0586819650243,0.1013769879937172,0.006831367500126362,0.9921243786811829,0.13198988139629364,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.47312888503074646,0.005365815479308367,100,D3_muref20,0.09987588971853256,0.0901700109243393,0.0819396898150444,0.06872980296611786,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
0.06888504326343536,13.777009010314941,0.270595520734787,0.2558521628379822,per_region,-0.7105947732925415,0.2610217332839966,0.2766554057598114,0.9995800852775574,0.2786261737346649,1.9847421646118164,0.022301744669675827,0.19694884121418,0.2028985619544983,0.2085636854171753,0.21901914477348328,0.006211825197739619,0.00636093256388275,0.05467724371807764,0.04963196380524761,0.04531027592989208,0.03828991404867923,0.4363160686669333,0.4426183601264625,0.4482898406502774,0.45769590866085175,0.004110487827574553,0.003620175007545791,1.7744804620742798,728.0625900739126,0.1043936014175415,0.020233910530805588,1.1734637022018433,0.1813056617975235,0.28667065501213074,0.2945675551891327,0.30171236395835876,0.3141412138938904,0.18176592886447906,0.4731714725494385,0.006846139673143625,200,D3_muref20,0.09074770659208298,0.08237406611442566,0.0752013698220253,0.06354968994855881,0.7241528630256653,0.734612762928009,0.744025707244873,0.7596369385719299
