phase,step,sample,reward_mean,reward_std,reward_min,reward_max,adv_mean,adv_std,reward_spread_mean_over_anchors,reward_spread_max_over_anchors
refine,1,0,-0.528284504964073,0.7470275966012153,-4.648212616209167,0.16823954658480392,0.08,1.383329317263247,0.0945051474696671,1.7941205727668303
refine,1,1,-0.5323573816498759,0.7836301960926241,-4.648249676799613,0.9669327335861522,0.0,1.4966629547095767,0.0945051474696671,1.7941205727668303
refine,1,2,-0.5066038984933094,0.7916728103481274,-4.64821788167962,1.026477505644474,-0.24,1.4079772725438433,0.0945051474696671,1.7941205727668303
refine,1,3,-0.5344488372001421,0.7856605420149104,-4.648238743721324,0.8873438592687877,0.06,1.362497706420088,0.0945051474696671,1.7941205727668303
refine,1,4,-0.5323493806532136,0.790139479788984,-4.648253792556892,1.003589723535035,0.1,1.3892443989449803,0.0945051474696671,1.7941205727668303
refine,2,0,-0.5395859118986741,0.7766651684190887,-4.6482297708410645,0.7787438649389786,-0.22,1.46,0.10856696743160317,1.557129252727079
refine,2,1,-0.5344357197372699,0.7764341824255045,-4.648228292113878,0.651417856504457,-0.28,1.3120975573485383,0.10856696743160317,1.557129252727079
refine,2,2,-0.5075555726983023,0.7962417455341957,-4.648222082263308,0.9955476872008903,0.44,1.4164744967700615,0.10856696743160317,1.557129252727079
refine,2,3,-0.5396967451047107,0.785136750516662,-4.6482209941409085,0.8075447319286071,0.04,1.3558761005342632,0.10856696743160317,1.557129252727079
refine,2,4,-0.5566961160012773,0.7875866502288393,-4.64822712393131,0.47145358316842234,0.02,1.4069825869569244,0.10856696743160317,1.557129252727079
refine,3,0,-0.5405230190015275,0.788504976654791,-4.648222283512354,1.0033715747486152,-0.04,1.3705473359209448,0.2694164390318281,9.006045169508006
refine,3,1,-0.5352408885647995,0.79130583772329,-4.648232179670247,1.037999020249325,0.4,1.4696938456699067,0.2694164390318281,9.006045169508006
refine,3,2,-0.5361290078473848,0.7904396737833355,-4.648215068670575,0.9721901835991599,-0.4,1.4000000000000001,0.2694164390318281,9.006045169508006
refine,3,3,-0.6821874221910218,1.4467701768602377,-9.146766155713665,1.0276552495143387,0.06,1.2395160345876937,0.2694164390318281,9.006045169508006
refine,3,4,-0.5590333461856156,0.7983912045739894,-4.648211386180263,0.4291083850044861,-0.02,1.4627371602581236,0.2694164390318281,9.006045169508006
refine,4,0,-0.5352120716823159,0.7910980043191189,-4.648226311408596,0.8212916528933895,-0.06,1.405844941663198,0.08592343672610646,1.3818062779593787
refine,4,1,-0.5482244073966133,0.7887978729594051,-4.648246411406285,0.6520113425094588,0.04,1.413647763765783,0.08592343672610646,1.3818062779593787
refine,4,2,-0.5528097890605949,0.7740366379089372,-4.648217027201323,0.4679044971939391,0.22,1.3006152390311287,0.08592343672610646,1.3818062779593787
refine,4,3,-0.5499070160437651,0.780044977966279,-4.648224252585116,0.46995005158025976,0.18,1.4790537515587456,0.08592343672610646,1.3818062779593787
refine,4,4,-0.5313815784536342,0.775701661473151,-4.648209700985257,1.0005660099993308,-0.38,1.3840520221436767,0.08592343672610646,1.3818062779593787
refine,5,0,-0.5614859692906543,0.8159224146044338,-4.648212186089754,0.9505297962475487,0.04,1.4691494137765564,0.09206157912996189,1.3871011302633516
refine,5,1,-0.5622120792103827,0.8134179889604677,-4.648240391372905,0.9046511589188246,0.08,1.4945233353815526,0.09206157912996189,1.3871011302633516
refine,5,2,-0.5521059333792572,0.7856069438337683,-4.648198049917454,0.4551914492364556,-0.06,1.347738847106516,0.09206157912996189,1.3871011302633516
