phase,step,sample,reward_mean,reward_std,reward_min,reward_max,adv_mean,adv_std,reward_spread_mean_over_anchors,reward_spread_max_over_anchors
refine,1,0,-0.563702135779948,0.7548581380203637,-4.648264943847197,0.20223008586455055,-0.013891935853531807,0.1687426217181756,0.09426935787073426,1.1800452825358987
refine,1,1,-0.5451395775336949,0.7736093122889512,-4.648326022543957,0.7517717197539711,0.00467062239272127,0.061020774363992523,0.09426935787073426,1.1800452825358987
refine,1,2,-0.5521809918312128,0.7769630707498185,-4.648273800010378,0.8268362705557003,-0.0023707919047966895,0.0385518129401393,0.09426935787073426,1.1800452825358987
refine,1,3,-0.5455917933070118,0.7977838354384813,-4.648281764612764,0.9608865935091409,0.004218406619404267,0.1034487135607284,0.09426935787073426,1.1800452825358987
refine,1,4,-0.542436501180213,0.7940454790954151,-4.648336670791998,0.9929500461549435,0.007373698746203041,0.08577504260996688,0.09426935787073426,1.1800452825358987
refine,2,0,-0.5241497259877669,0.765151145753627,-4.648285131609205,0.48430462049626716,0.014617858658385927,0.11320709141577956,0.08055000965921265,1.5390900561985914
refine,2,1,-0.5239861542441989,0.7819972163292644,-4.648282406156569,1.020830779044834,0.014781430401954019,0.06512545613554965,0.08055000965921265,1.5390900561985914
refine,2,2,-0.5268671692308812,0.7765910980370251,-4.648274210499382,0.8595413106785132,0.011900415415271705,0.10538580605746808,0.08055000965921265,1.5390900561985914
refine,2,3,-0.5599471797442235,0.782144966320894,-4.648290743509494,0.5415854183092951,-0.021179595098070565,0.11290133022922656,0.08055000965921265,1.5390900561985914
refine,2,4,-0.5588876940236939,0.7678598006825867,-4.648286012897442,0.39608228422511765,-0.020120109377540944,0.08394351062373698,0.08055000965921265,1.5390900561985914
refine,3,0,-0.5459607406918159,0.7789320315309527,-4.6482892239207665,0.7566320288615921,-0.0018124372790822541,0.058466522151343056,0.09261705963089831,1.9306919589922835
refine,3,1,-0.5410950504374541,0.7994746501811889,-4.648283170742554,0.8445352307426387,0.003053252975279389,0.08288590173839892,0.09261705963089831,1.9306919589922835
refine,3,2,-0.5435955888705503,0.7864061840040197,-4.648266585568088,0.9121936303126256,0.0005527145421831872,0.06814020868921601,0.09261705963089831,1.9306919589922835
refine,3,3,-0.5223155598287103,0.7767587322097196,-4.648280198358107,0.8263326422095532,0.021832743584023248,0.1670038942712968,0.09261705963089831,1.9306919589922835
refine,3,4,-0.567774577235137,0.7960270561756765,-4.648272621926905,0.4049539630738124,-0.023626273822403482,0.12291672698930178,0.09261705963089831,1.9306919589922835
refine,4,0,-0.5401724318289012,0.806410478658501,-4.64829168172734,1.0313124120703105,0.023563064987857197,0.1158713007216964,0.14240453766746128,3.030392906504624
refine,4,1,-0.5588494011132638,0.802757726807368,-4.648297002209992,0.9930825315506886,0.004886095703494602,0.09082132771261704,0.14240453766746128,3.030392906504624
refine,4,2,-0.5990569351205368,0.8526816985383884,-4.6482709211281,0.46383817071033073,-0.035321438303778575,0.34419799407051666,0.14240453766746128,3.030392906504624
refine,4,3,-0.5507567386497609,0.7877110230364921,-4.648284088768043,0.8488753724023461,0.012978758166997315,0.10946690967733212,0.14240453766746128,3.030392906504624
refine,4,4,-0.5698419773713287,0.7884523704372933,-4.64826461753708,1.0102478250676061,-0.006106480554570362,0.11987439453920276,0.14240453766746128,3.030392906504624
refine,5,0,-0.5497986417165387,0.803812588471395,-4.648279700414626,0.8196190962737246,0.004713104639541999,0.04251188694488724,0.07249464836841989,1.1333890327514464
refine,5,1,-0.5720162595463585,0.8071098625591749,-4.648329488848791,0.8169417999531383,-0.017504513190277782,0.06625502681787698,0.07249464836841989,1.1333890327514464
refine,5,2,-0.5318915232161491,0.7745717581283476,-4.648250416603693,0.7245880503200262,0.022620223139931638,0.11637866765264628,0.07249464836841989,1.1333890327514464
refine,5,3,-0.5445152679944233,0.7979796589169527,-4.648288782321785,0.804754259725444,0.00999647836165747,0.03399512995750347,0.07249464836841989,1.1333890327514464
refine,5,4,-0.574337039306934,0.7940540200205742,-4.648271623715577,0.30160240145926775,-0.019825292950853213,0.07278549342240173,0.07249464836841989,1.1333890327514464
refine,6,0,-0.5705754601633065,0.8017962330518132,-4.648264698265305,0.46240458009987073,-0.02431276540012068,0.14652172152980683,0.10076231258275463,2.111882820475954
refine,6,1,-0.5301715281532712,0.7657819413978414,-4.648281169924369,0.55090906546505,0.016091166609914588,0.16928909800573044,0.10076231258275463,2.111882820475954
refine,6,2,-0.5664491817788848,0.7798071513053841,-4.648278168232042,0.4798321684515817,-0.020186487015698945,0.09264997506903232,0.10076231258275463,2.111882820475954
refine,6,3,-0.5481909457140623,0.7995834135336662,-4.648269449964911,1.0318430624059423,-0.0019282509508764633,0.09394787268457182,0.10076231258275463,2.111882820475954
refine,6,4,-0.5159263580064043,0.7670463100682389,-4.648278494751137,0.6249761663361952,0.030336336756781598,0.13412590125023843,0.10076231258275463,2.111882820475954
refine,7,0,-0.5542845408606368,0.8114620607904425,-4.648260558541912,0.8750716579868708,0.009571634949438383,0.08402055901403203,0.0956290841423334,1.0420824779727171
refine,7,1,-0.5773360423797113,0.7816275621638317,-4.648292212029398,0.7012990326017936,-0.013479866569636085,0.09613342618748974,0.0956290841423334,1.0420824779727171
refine,7,2,-0.5868525827342813,0.7969922451309575,-4.648282024050854,0.44906884624330434,-0.02299640692420616,0.12775991625471933,0.0956290841423334,1.0420824779727171
refine,7,3,-0.5528764446952368,0.7846905943253423,-4.6482646739508375,0.7643367001516087,0.01097973111483836,0.04907993332913198,0.0956290841423334,1.0420824779727171
refine,7,4,-0.5479312683805095,0.8002129669681146,-4.64827521352315,0.993392864982996,0.015924907429565663,0.06359337285782227,0.0956290841423334,1.0420824779727171
refine,8,0,-0.5451736768330254,0.7905606145943328,-4.648255144444072,1.0206594275320147,-0.001873237300788072,0.056806595467656394,0.07743446702367653,1.2114762701379123
refine,8,1,-0.5287617402581204,0.7763558034077578,-4.648291006841866,0.7709764559840481,0.014538699274116924,0.06006672233288038,0.07743446702367653,1.2114762701379123
refine,8,2,-0.5381868959839761,0.7873357560638649,-4.6482816939794125,0.9196873413670326,0.005113543548261215,0.05062321106487363,0.07743446702367653,1.2114762701379123
refine,8,3,-0.5574927690766386,0.8030974125401228,-4.648298082514838,1.0425608453988502,-0.014192329544401234,0.09524003627091776,0.07743446702367653,1.2114762701379123
refine,8,4,-0.546887115509426,0.7698462034728897,-4.648264313677452,0.7497198810907489,-0.0035866759771886604,0.11588817721500545,0.07743446702367653,1.2114762701379123
