G_fro_mean,G_pure_fro_mean,G_rho_fro_mean,G_rho_over_rhobar_pure,KL_u_mean,KL_u_sum,Kinvt_mu_learned_norm_mean,Kinvt_mu_norm_mean,Kinvt_mu_star_norm_mean,T_in_mean,T_out_mean,U_mean,beta_G,beta_K,corr_rho_abs_r,corr_rho_abs_zridge,corr_rho_r2,cos_phiTr_pure_rho,delta_T_mean,elbo_scale,gate_slope_norm,mean_m_j,mu_W_norm_mean,mu_star_norm_mean,mu_star_rho_norm_mean,mu_u_cos_star_pure,mu_u_cos_star_rho,mu_u_cos_star_rho_tilde,mu_u_norm_mean,mu_u_vs_star_cos_mean,mu_xi_mean,mu_xi_std,omega0_mean,phiTr_norm_mean,phiTr_pure_norm_mean,phiTr_rho_norm_mean,phiTr_rho_over_pure,phiTr_rho_over_rhobar_pure,pi_gate_mean,pi_gate_std,pi_gate_test_mean,psi1_effrank,psi1_row_std,r2_mean,r2_ridge_elbo,r2_tau0,r2_tau0.25,r2_tau0.5,r2_tau1,r_mean,r_min,r_std,ratio_zeta_elbo_star_r,ratio_zeta_learned_r,ratio_zeta_learned_r_elbo,ratio_zeta_learned_r_tau0,ratio_zeta_learned_r_tau0.25,ratio_zeta_learned_r_tau0.5,ratio_zeta_learned_r_tau1,ratio_zeta_ridge_r,ratio_zeta_ridge_r_elbo,ratio_zeta_ridge_r_tau0,ratio_zeta_ridge_r_tau0.25,ratio_zeta_ridge_r_tau0.5,ratio_zeta_ridge_r_tau1,ratio_zeta_star_pure_r,ratio_zeta_star_r,ratio_zeta_star_rho_r,ratio_zeta_star_rho_tilde_r,ratio_zeta_yres,ratio_zeta_ywork,rho_batch_mean,rho_tilde_mean,rmse,rmse_raw,sigma_k_mean,sigma_k_std,sigma_n_cap,sigma_n_fixed,sigma_n_mean,sigma_n_scale,sigma_n_std,signal_tau0,signal_tau0.25,signal_tau0.5,signal_tau1,sse_gain_zeta,std_m_W,std_m_j,std_mu_y,std_zeta,step,tau2_xi_mean,variant,weighted_r2_mean,weighted_r2_over_mean,zeta_learned_std_tau0,zeta_learned_std_tau0.25,zeta_learned_std_tau0.5,zeta_learned_std_tau1,zeta_ridge_std_tau0,zeta_ridge_std_tau0.25,zeta_ridge_std_tau0.5,zeta_ridge_std_tau1
0.030420048162341118,,,,0.5173307657241821,103.46615600585938,0.9176232218742371,0.9176232218742371,2.023837089538574,-16.66503383937431,-2.396584044971696,0.5,1.0,1.0,,,,,-14.268449794402613,per_region,2.0441341400146484,-0.7114784121513367,1.0,2.0565342903137207,,,,,0.8963263034820557,0.30787092447280884,0.19445572793483734,3.3094027042388916,0.0736873671412468,0.2266940325498581,,,,,0.5154938235034318,0.3341954388101551,0.5145210203791245,1.9858976602554321,0.021371858194470406,,0.08572141826152802,0.19694884121418,0.21076570451259613,0.22290365397930145,0.2422168254852295,0.17085637414716554,2.0435053402002076e-40,0.30889246250164104,0.01730627621846017,0.006354815815488966,0.006354815815488966,0.1445709040382684,0.11165957797497053,0.08957613149926931,0.06200036073113253,0.125480961108771,0.125480961108771,0.4363160686669333,0.450395309066339,0.4607470368297872,0.4701161145036814,,0.01730627398176117,,,0.006354816412818626,0.0055796760167180085,0.17085637414716554,,1.7746819257736206,728.1452465587417,0.10045576095581055,0.0033603026531636715,nan,nan,0.29999998211860657,1.0,0.0,0.28667065501213074,0.3044047951698303,0.31856006383895874,0.33968910574913025,0.0017385327958186687,0.18176592886447906,0.4726620614528656,0.47281414270401,0.010584140196442604,100,2.7079849243164062,D3_snfix0.3_pure,,,0.23994402587413788,0.1853211671113968,0.1486693173646927,0.1029018685221672,0.7241528630256653,0.7475201487541199,0.7647008895874023,0.7802507281303406
0.13874395191669464,,,,2.031153440475464,406.230712890625,1.7717974185943604,1.7717974185943604,3.0723559856414795,-16.32674249630134,-2.3254745636463143,0.5,1.0,1.0,,,,,-14.001267932655026,per_region,2.0441341400146484,-0.7105318307876587,1.0,3.0796728134155273,,,,,1.7169309854507446,0.8501551747322083,0.19445353746414185,3.309401512145996,0.0736873671412468,0.6696771383285522,,,,,0.516758523413094,0.3538416035706406,0.5151668077598208,1.9854377508163452,0.03332727402448654,,0.15411017835140228,0.19695308804512024,0.20290279388427734,0.20856788754463196,0.21902328729629517,0.16965655794887952,2.543688012949658e-40,0.30770148855260704,0.08456345342419715,0.04910345782193531,0.04910345782193531,0.28791609915334127,0.2574213912895965,0.2320295183273439,0.19212750345631077,0.30950874923637683,0.30950874923637683,0.43632167108685765,0.4426238548075422,0.4482951557666159,0.45770090056065615,,0.08456345342419715,,,0.049103458116701006,0.027222905206969773,0.16965655794887952,,1.766106367111206,724.6267441856735,0.15428221225738525,0.08259666711091995,nan,nan,0.29999998211860657,1.0,0.0,0.2866733968257904,0.29457029700279236,0.30171501636505127,0.31414371728897095,0.03004741990123435,0.18176591396331787,0.47515010833740234,0.48108556866645813,0.08179885149002075,200,1.1268277168273926,D3_snfix0.3_pure,,,0.4778537452220917,0.4272417426109314,0.3850989043712616,0.3188736140727997,0.7241621613502502,0.7346218824386597,0.7440345287322998,0.7596452236175537
0.4961761236190796,,,,4.644627094268799,928.9254150390625,2.6162140369415283,2.6162140369415283,3.408306121826172,-15.44659243038446,-2.3171186955476983,0.5,1.0,1.0,,,,,-13.129473734836761,per_region,2.0441341400146484,-0.6801774501800537,1.100312352180481,3.3579838275909424,,,,,2.552032709121704,0.9691915512084961,0.17488887906074524,3.4093053340911865,0.0736873671412468,2.0628468990325928,,,,,0.5162794514087411,0.3666951134359174,0.5120376290458252,1.988214373588562,0.04777713119983673,,0.21832633018493652,0.2568609416484833,0.25908344984054565,0.26124337315559387,0.26538214087486267,0.17200571039576232,1.7127463402534532e-40,0.3094951990665367,0.23351738211104833,0.1858272727268085,0.1858272727268085,0.4637950046592781,0.45398319215956623,0.44500883369970196,0.4291002595431989,0.43652797566351365,0.43652797566351365,0.5034441923747502,0.5052042141417576,0.5068704672009285,0.5099217749346051,,0.23351738211104833,,,0.18582727383962047,0.1000661823266895,0.17200571039576232,,1.7451097965240479,716.011916304103,0.2352665513753891,0.16018494963645935,nan,nan,0.29999998211860657,1.0,0.0,0.35367339849472046,0.35661932826042175,0.35940563678741455,0.36455145478248596,0.12267980718980664,0.2015468180179596,0.49353286623954773,0.5290143489837646,0.310310959815979,300,0.49095264077186584,D3_snfix0.3_pure,,,0.7697595953941345,0.7534749507904053,0.7385802268981934,0.7121767997741699,0.8355652689933777,0.83848637342453,0.8412518501281738,0.8463160991668701
0.030420048162341118,0.030420048162341118,0.030420048162341118,1.0,0.5173307657241821,103.46615600585938,0.9176232218742371,0.9176232218742371,2.023837089538574,-16.66503383937431,-4.699169169941178,0.04999999701976776,1.0,1.0,nan,nan,nan,1.0,-11.965864669433131,per_region,2.0441341400146484,-0.7114784121513367,1.0,2.0565342903137207,0.4451597034931183,0.30787092447280884,0.07874931395053864,0.30787092447280884,0.8963263034820557,0.30787092447280884,0.19445572793483734,3.3094027042388916,0.0736873671412468,0.2266940325498581,0.2266940325498581,0.2266940325498581,1.0,1.0,0.5154938235034318,0.3341954388101551,0.5145210203791245,1.9858976602554321,0.021371858194470406,2.7735953330993652,0.08572141826152802,0.19694884121418,0.21076570451259613,0.22290365397930145,0.2422168254852295,0.2926313485788065,2.0435054055421844e-39,0.38589463639012506,0.01730627621846017,0.006354815815488966,0.006354815815488966,0.1445709040382684,0.11165957797497053,0.08957613149926931,0.06200036073113253,0.125480961108771,0.125480961108771,0.4363160686669333,0.450395309066339,0.4607470368297872,0.4701161145036814,0.01730627398176117,0.01730627398176117,0.0037039436274935392,0.01730627398176117,0.006354816412818626,0.0055796760167180085,0.2926313485788065,1.0,1.7746819257736206,728.1452465587417,0.10045576095581055,0.0033603026531636715,nan,nan,0.29999998211860657,1.0,0.0,0.28667065501213074,0.3044047951698303,0.31856006383895874,0.33968910574913025,0.0017385327958186687,0.18176592886447906,0.4726620614528656,0.47281414270401,0.010584140196442604,100,2.7079849243164062,D3_snfix0.3_warm120_blend_uniform_to0.5_over180,2.773595424107143,1.0000000328122047,0.23994402587413788,0.1853211671113968,0.1486693173646927,0.1029018685221672,0.7241528630256653,0.7475201487541199,0.7647008895874023,0.7802507281303406
0.1421610563993454,0.1421610563993454,0.09385703504085541,0.8876439430041361,1.8278601169586182,365.572021484375,1.6650625467300415,1.6650625467300415,3.151113271713257,-15.217051718676986,-5.752801826453426,0.04999999701976776,1.0,1.0,-0.7954704165458679,-0.23250216245651245,-0.6725465655326843,0.9745837450027466,-9.464249892223561,per_region,1.6458584070205688,-0.636833131313324,1.0138155221939087,3.1440930366516113,1.0046154260635376,0.8277980089187622,0.3422568440437317,0.8239705562591553,1.6118998527526855,0.8277980089187622,2.4494693279266357,2.2210848331451416,0.5535666346549988,0.7191759347915649,0.7191759347915649,0.394022136926651,0.5478800358369171,0.7366107978684298,0.8101923468722804,0.21112761253451728,0.8691606836351207,1.9840164184570312,0.030590053647756577,2.785264492034912,0.16305209696292877,0.2166266143321991,0.22148951888084412,0.2261057049036026,0.2346002459526062,0.4875699509794057,2.2218506537557116e-38,0.4648247936322898,0.096085147214848,0.05171621115931877,0.05171621115931877,0.2732706552120926,0.24996067381538656,0.22990578817710577,0.19711247206170185,0.3224117544072331,0.3224117544072331,0.4566257387164538,0.46135321148301356,0.46560268290859086,0.47266284531468306,0.096085147214848,0.096085147214848,0.02529920414123768,0.07442128801357115,0.051716207001009304,0.02867377315585398,0.4875699509794057,0.7437849754897029,1.7753846645355225,728.4335915530459,0.14986470341682434,0.08095565438270569,nan,nan,0.29999998211860657,1.0,0.0,0.30521678924560547,0.3115384876728058,0.31729623675346375,0.3273988366127014,0.031658456874246926,0.18438492715358734,0.5061256885528564,0.5132606625556946,0.08622977882623672,200,0.6735004186630249,D3_snfix0.3_warm120_blend_uniform_to0.5_over180,1.9921963075527007,0.7152628819452632,0.4535467326641083,0.41485920548439026,0.3815741539001465,0.32714715600013733,0.7578607797622681,0.7657069563865662,0.7727597951889038,0.7844775319099426
0.3896893858909607,0.3896893858909607,0.24471068382263184,0.8240307049130287,3.496765613555908,699.3531494140625,2.1612977981567383,2.1612977981567383,3.5586280822753906,-14.832703516055417,-5.512477376151285,0.04999999701976776,1.0,1.0,-0.8128535747528076,-0.2967014014720917,-0.6720480918884277,0.9921085238456726,-9.320226139904134,per_region,1.3438888788223267,-0.5060441493988037,1.0862070322036743,3.536897897720337,0.7737501263618469,0.9086251854896545,0.36695727705955505,0.9596441388130188,2.1062119007110596,0.9086251854896545,2.2087786197662354,2.2078893184661865,0.5804170966148376,1.7410597801208496,1.7410597801208496,0.9039990305900574,0.5192234298395598,0.681339115809357,0.7744125457965201,0.21569185946735192,0.8147289989092468,1.986134648323059,0.04108290746808052,2.8562588691711426,0.21989428997039795,0.2674304246902466,0.26916033029556274,0.2708621025085449,0.274177610874176,0.5241262095458302,3.701244766706099e-38,0.4884533616996512,0.21716534278047755,0.15150647676221443,0.15150647676221443,0.41252884010115765,0.4058327990772008,0.3995216012065098,0.3878808859050794,0.4252992522289158,0.4252992522289158,0.5077840926039785,0.5091431103910152,0.5104529633519208,0.5129160169935394,0.2171653250161231,0.2171653250161231,0.04173220800405316,0.18815441105383865,0.15150647766530337,0.08303988934094124,0.5241262095458302,0.7620631047729152,1.7942925691604614,736.1914561021841,0.20419590175151825,0.13762959837913513,nan,nan,0.29999998211860657,1.0,0.0,0.35829851031303406,0.36059367656707764,0.36280113458633423,0.36697646975517273,0.09835542871075739,0.19854988157749176,0.5696172714233398,0.5990945100784302,0.25417444109916687,300,0.2203967422246933,D3_snfix0.3_warm120_blend_uniform_to0.5_over180,1.935649972169176,0.6776871638147007,0.6846732497215271,0.673559844493866,0.6630851626396179,0.6437650918960571,0.8427681922912598,0.8450237512588501,0.8471977114677429,0.8512856364250183
0.030420048162341118,0.030420048162341118,0.030420048162341118,1.0,0.5173307657241821,103.46615600585938,0.9176232218742371,0.9176232218742371,2.023837089538574,-16.66503383937431,-4.699169169941178,0.04999999701976776,1.0,1.0,nan,nan,nan,1.0,-11.965864669433131,per_region,2.0441341400146484,-0.7114784121513367,1.0,2.0565342903137207,0.4451597034931183,0.30787092447280884,0.07874931395053864,0.30787092447280884,0.8963263034820557,0.30787092447280884,0.19445572793483734,3.3094027042388916,0.0736873671412468,0.2266940325498581,0.2266940325498581,0.2266940325498581,1.0,1.0,0.5154938235034318,0.3341954388101551,0.5145210203791245,1.9858976602554321,0.021371858194470406,2.7735953330993652,0.08572141826152802,0.19694884121418,0.21076570451259613,0.22290365397930145,0.2422168254852295,0.2926313485788065,2.0435054055421844e-39,0.38589463639012506,0.01730627621846017,0.006354815815488966,0.006354815815488966,0.1445709040382684,0.11165957797497053,0.08957613149926931,0.06200036073113253,0.125480961108771,0.125480961108771,0.4363160686669333,0.450395309066339,0.4607470368297872,0.4701161145036814,0.01730627398176117,0.01730627398176117,0.0037039436274935392,0.01730627398176117,0.006354816412818626,0.0055796760167180085,0.2926313485788065,1.0,1.7746819257736206,728.1452465587417,0.10045576095581055,0.0033603026531636715,nan,nan,0.29999998211860657,1.0,0.0,0.28667065501213074,0.3044047951698303,0.31856006383895874,0.33968910574913025,0.0017385327958186687,0.18176592886447906,0.4726620614528656,0.47281414270401,0.010584140196442604,100,2.7079849243164062,D3_snfix0.3_warm120_blend_uniform_to0.7_over180,2.773595424107143,1.0000000328122047,0.23994402587413788,0.1853211671113968,0.1486693173646927,0.1029018685221672,0.7241528630256653,0.7475201487541199,0.7647008895874023,0.7802507281303406
0.13392212986946106,0.13392212986946106,0.07040831446647644,0.8125286135799505,1.728251338005066,345.6502685546875,1.612702488899231,1.612702488899231,3.1470608711242676,-15.334056858596426,-5.584008726732974,0.04999999701976776,1.0,1.0,-0.8009597659111023,-0.24140307307243347,-0.6715640425682068,0.8972407579421997,-9.750048131863455,per_region,1.6082584857940674,-0.6032781600952148,1.0124683380126953,3.1424129009246826,0.9086865186691284,0.8180703520774841,0.34009918570518494,0.7932947874069214,1.5630974769592285,0.8180703520774841,2.244842290878296,2.2145862579345703,0.5163708925247192,0.6946273446083069,0.6946273446083069,0.25871866941452026,0.37245678769010887,0.5756293865357752,0.7882866644228913,0.2190248528663521,0.8468199353918304,1.9839894771575928,0.029841294512152672,2.797398328781128,0.162373349070549,0.21542923152446747,0.22028928995132446,0.22490434348583221,0.2334011048078537,0.4957752197120425,1.3190976344701282e-38,0.47259517903050957,0.09386150606852652,0.04902333356575002,0.04902333356575002,0.2659215013115687,0.2432707200361552,0.22377623799857776,0.1918867430513561,0.31880767301004603,0.31880767301004603,0.4554514571351281,0.46019092482639773,0.4644523552637366,0.47153550195669797,0.09386149714121134,0.09386149714121134,0.0223191940582454,0.05718203368549021,0.04902333385944978,0.02693580426545682,0.4957752197120425,0.6470426657193588,1.782578706741333,731.3852917881562,0.14613127708435059,0.07752849161624908,nan,nan,0.29999998211860657,1.0,0.0,0.30422911047935486,0.31053632497787476,0.3162817060947418,0.326360285282135,0.029723487503735335,0.18412868678569794,0.5218595266342163,0.528826117515564,0.0818280279636383,200,0.6511520743370056,D3_snfix0.3_warm120_blend_uniform_to0.7_over180,1.4592796639587478,0.5216560147852021,0.4413493573665619,0.40375590324401855,0.37140095233917236,0.31847402453422546,0.7559118270874023,0.7637779116630554,0.7708505988121033,0.7826064825057983
0.2998226583003998,0.2998226583003998,0.1355660855770111,0.6757612772104494,2.674464702606201,534.8929443359375,1.8390276432037354,1.8390276432037354,3.6606462001800537,-15.67764901990591,-5.241282971656892,0.04999999701976776,1.0,1.0,-0.8251261711120605,-0.303986519575119,-0.6631097793579102,0.9791806936264038,-10.436366048249017,per_region,1.3441451787948608,-0.4233941435813904,1.0616859197616577,3.665555238723755,0.48973092436790466,0.8408849835395813,0.35999006032943726,0.9527934789657593,1.8010976314544678,0.8408849835395813,1.7627700567245483,2.4145233631134033,0.4675256311893463,1.4066523313522339,1.4066523313522339,0.4427584707736969,0.31476041442882136,0.47042111259418373,0.6961793647509159,0.2852234543036519,0.7275216696849496,1.9849464893341064,0.035923898220062256,2.932295799255371,0.21314416825771332,0.25816237926483154,0.2601415812969208,0.26208728551864624,0.2658707797527313,0.5272906449150014,6.779163451361644e-39,0.4930183774239554,0.1893531434339708,0.12011074546227464,0.12011074546227464,0.3584645540944039,0.35167075802535663,0.3452645704065891,0.3334453677524402,0.40195974899575976,0.40195974899575976,0.49989057023413735,0.501473756644045,0.502995962867853,0.5058449729641326,0.1893531434339708,0.1893531434339708,0.022892846614036,0.13804332914885126,0.12011074617377789,0.06655453058603239,0.5272906449150014,0.6691034633614299,1.8231867551803589,748.0466280119991,0.17895542085170746,0.12246145308017731,nan,nan,0.29999998211860657,1.0,0.0,0.3462573289871216,0.34892046451568604,0.351473331451416,0.3562777638435364,0.072854757497801,0.19364555180072784,0.6179590821266174,0.6402326822280884,0.20276212692260742,300,0.24094471335411072,D3_snfix0.3_warm120_blend_uniform_to0.7_over180,1.359226931524432,0.46353677274632216,0.5949428677558899,0.5836672186851501,0.5730348825454712,0.5534185767173767,0.829667329788208,0.8322949409484863,0.834821343421936,0.8395498394966125
0.04137668386101723,0.04137668386101723,0.04137668386101723,1.0,0.9363382458686829,187.2676544189453,1.1791808605194092,1.1791808605194092,2.685183048248291,-16.482849688590793,-4.644575818451541,0.04999999701976776,1.0,1.0,nan,nan,nan,1.0000001192092896,-11.83827387013925,per_region,2.0441341400146484,-0.7094664573669434,1.0,2.7178215980529785,0.5812682509422302,0.8976367712020874,0.1650441288948059,0.8976367712020874,1.1809085607528687,0.8976367712020874,0.19445572793483734,3.3094027042388916,0.0736873671412468,0.32561907172203064,0.32561907172203064,0.32561907172203064,1.0,1.0,0.5164243294121267,0.34892497410141177,0.5150051502775613,1.9859142303466797,0.02178388461470604,2.773625612258911,0.11911338567733765,0.19694884121418,0.2047426551580429,0.21203674376010895,0.22509698569774628,0.2941235079089404,2.2916576811046394e-39,0.38615053146081496,0.034220071330631444,0.014692148801291341,0.014692148801291341,0.2069151626725625,0.1811249792014566,0.1602293894015132,0.1284562075153815,0.19340010071728078,0.19340010071728078,0.4363160686669333,0.4445023893037188,0.45158277069966624,0.46233912965085666,0.034220069093943165,0.034220069093943165,0.006981918064476191,0.034220069093943165,0.014692150007848091,0.008781565898414154,0.2941235079089404,1.0,1.7730523347854614,727.4766194265344,0.10224107652902603,0.009465761482715607,nan,nan,0.29999998211860657,1.0,0.0,0.28667065501213074,0.29693010449409485,0.30593931674957275,0.32101747393608093,0.010462872034632661,0.18176592886447906,0.47212687134742737,0.4747769236564636,0.024470340460538864,100,1.4873992204666138,D3_snfix0.3_warm120_blend_uniform_to0.5_refresh0.2,2.773625558035714,0.9999999804504267,0.34341666102409363,0.30061274766921997,0.2659323811531067,0.2131984978914261,0.7241528630256653,0.7377396821975708,0.7494909763336182,0.767343282699585
