setting,family,variant,mode,kind,init,projection_init,kcov_lambda,cem_updates,local_noise_std_floor,local_noise_var_floor,refresh_every,refresh_noise_std_floor,refresh_noise_var_floor,refresh_damping,refresh_gate_l2,refresh_gate_max_norm,qr_control,qr_outer_cycles,N_train,N_test,n_test_eval,Q,observed_dim,latent_dim,n_neighbors,m_inducing,w_var,w_cov_lengthscale,qr_steps,qr_beta_kl,qr_train_log_std,qr_pairwise_weight,qr_pairwise_margin,lowrank_rank,lowrank_basis,lowrank_qr_w_signal_var,standardize_x,standardize_y_for_head,coverage_90_mean,coverage_90_std,coverage_95_mean,coverage_95_std,final_inlier_rate_mean,final_inlier_rate_std,gate_norm_mean_mean,gate_norm_mean_std,init_inlier_rate_mean,init_inlier_rate_std,init_sec_mean,init_sec_std,label_change_rate_mean,label_change_rate_std,max_n_inliers_mean,max_n_inliers_std,mean_crps_mean,mean_crps_std,mean_kernel_vector_correction_mean,mean_kernel_vector_correction_std,mean_lengthscale_mean,mean_lengthscale_std,mean_n_inliers_mean,mean_n_inliers_std,mean_noise_var_mean,mean_noise_var_std,mean_signal_var_mean,mean_signal_var_std,mean_width_90_mean,mean_width_90_std,mean_width_95_mean,mean_width_95_std,median_n_inliers_mean,median_n_inliers_std,min_n_inliers_mean,min_n_inliers_std,n_runs,pred_sec_mean,pred_sec_std,qr_R_std_median_mean,qr_R_std_median_std,qr_best_loss_mean,qr_best_loss_std,qr_grad_data_over_scaled_KL_R_mu_final_mean,qr_grad_data_over_scaled_KL_R_mu_final_std,qr_grad_pairwise_R_mu_final_mean,qr_grad_pairwise_R_mu_final_std,qr_grad_pairwise_over_data_R_mu_final_mean,qr_grad_pairwise_over_data_R_mu_final_std,qr_grad_pairwise_over_scaled_KL_R_mu_final_mean,qr_grad_pairwise_over_scaled_KL_R_mu_final_std,qr_kl_per_anchor_mean,qr_kl_per_anchor_std,qr_train_sec_mean,qr_train_sec_std,refresh_count_mean,refresh_count_std,refresh_damping_active_mean,refresh_damping_active_std,refresh_gate_norm_final_mean,refresh_gate_norm_final_std,refresh_inlier_rate_final_mean,refresh_inlier_rate_final_std,refresh_label_change_final_mean,refresh_label_change_final_std,refresh_label_change_max_mean,refresh_label_change_max_std,refresh_label_change_mean_mean,refresh_label_change_mean_std,refresh_noise_var_floor_active_mean,refresh_noise_var_floor_active_std,refresh_train_sec_mean,refresh_train_sec_std,rmse_mean,rmse_std,train_sec_mean,train_sec_std,wall_sec_mean,wall_sec_std
lh_q5_train1000,LH,original_meanw_jumpgp_cem,anchor,original,cem,pls,0.0,0,,1e-05,0,,1e-05,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,35,40,0.02,,30,0.05,False,0.0,1.0,0,pca_residual,0.1,True,True,0.53,0.0,0.57,0.0,0.6050000000000001,0.0,,,0.6050000000000001,0.0,43.84058970003389,0.0,0.0,0.0,34.0,0.0,322.5732116699219,0.0,,,,,21.175,0.0,,,,,247.95788570338712,0.0,295.4600444065385,0.0,23.0,0.0,5.0,0.0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.2995904178458,0.0,43.84058970003389,0.0,43.84058970003389,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A100_an100_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.705,0.0,0.735,0.0,0.6235,0.0,4.134517328597618,0.0,0.5047,0.0,96.0679325000383,0.0,0.1428,0.0,95.0,0.0,349.8729248046875,0.0,0.10360551957888241,0.0,10.28691323082643,0.0,62.35,0.0,0.010118595451587928,0.0,0.9786012222348102,0.0,390.43173854490436,0.0,465.2281111405835,0.0,77.0,0.0,15.0,0.0,1,1.0526079999981448,0.0,0.049787068367863944,0.0,41.356987266920214,0.0,1.7790581473982228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42879915920304,0.0,24.735915600089356,0.0,3.0,0.0,1.0,0.0,5.011316232137161,0.0,0.6392,0.0,0.001,0.0,0.11750000000000001,0.0,0.04126666666666667,0.0,0.010000000000000002,0.0,163.23357540002326,0.0,725.531312050265,0.0,345.80612800014205,0.0,1.0526079999981448,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A100_an200_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.705,0.0,0.71,0.0,0.6242,0.0,4.076668097011386,0.0,0.5047,0.0,94.65648710000096,0.0,0.1443,0.0,95.0,0.0,358.6645202636719,0.0,0.13052836092319436,0.0,10.277431816289367,0.0,62.42,0.0,0.010126127032343413,0.0,0.9807305107235342,0.0,396.2634261727879,0.0,472.17699554735185,0.0,77.0,0.0,15.0,0.0,1,1.1826340000261553,0.0,0.049787068367863944,0.0,145.10967141135444,0.0,5.321807141687099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.453660387776026,0.0,61.99790130008478,0.0,3.0,0.0,1.0,0.0,4.522031790649597,0.0,0.58525,0.0,0.012950000000000001,0.0,0.12475,0.0,0.05046666666666666,0.0,0.010000000000000002,0.0,334.139505200088,0.0,731.2035020740699,0.0,692.5487355002551,0.0,1.1826340000261553,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A100_an50_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.74,0.0,0.745,0.0,0.6239,0.0,4.110471649764316,0.0,0.5047,0.0,99.35313959995983,0.0,0.14450000000000002,0.0,95.0,0.0,346.79180908203125,0.0,0.10851452365194007,0.0,10.268858728969857,0.0,62.39,0.0,0.010099032935829111,0.0,0.983844540394272,0.0,370.593051991732,0.0,441.5888580741196,0.0,77.0,0.0,15.0,0.0,1,1.040484600001946,0.0,0.049787068367863944,0.0,12.953559287554553,0.0,1.0380300605596973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.382693849332526,0.0,19.457267599995248,0.0,3.0,0.0,1.0,0.0,5.842816230537678,0.0,0.678,0.0,0.0004,0.0,0.062,0.0,0.021866666666666663,0.0,0.010000000000000002,0.0,113.11499329999788,0.0,719.0917720463578,0.0,269.8567082999507,0.0,1.040484600001946,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A200_an100_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.71,0.0,0.745,0.0,0.62375,0.0,4.148153107788761,0.0,0.5047,0.0,94.82593570003519,0.0,0.14305,0.0,95.0,0.0,349.01483154296875,0.0,0.15665695822499126,0.0,10.258509585611115,0.0,62.375,0.0,0.010146494586864513,0.0,1.0211245408269332,0.0,399.0213653964048,0.0,475.4632828262132,0.0,77.0,0.0,15.0,0.0,1,1.0598651000182144,0.0,0.049787068367863944,0.0,17.595052185764693,0.0,1.9265694433102651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.927446480488875,0.0,49.48982230009278,0.0,3.0,0.0,1.0,0.0,4.962075390683292,0.0,0.69555,0.0,0.0022,0.0,0.1263,0.0,0.04476666666666667,0.0,0.010000000000000002,0.0,329.4358008999843,0.0,722.19816873359,0.0,587.5713689000695,0.0,1.0598651000182144,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A200_an200_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.725,0.0,0.745,0.0,0.62475,0.0,4.070821221672493,0.0,0.5047,0.0,96.23858619999373,0.0,0.14385,0.0,95.0,0.0,349.9219055175781,0.0,0.1287205771732311,0.0,10.290347007508586,0.0,62.475,0.0,0.01015132872429612,0.0,1.004202508754,0.0,406.08054556000343,0.0,483.87481480348447,0.0,77.0,0.0,15.0,0.0,1,1.1626519999699667,0.0,0.049787068367863944,0.0,71.92737260993312,0.0,4.291480205273821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86884009432963,0.0,126.88839939999161,0.0,3.0,0.0,1.0,0.0,4.437410062820278,0.0,0.66695,0.0,0.010625,0.0,0.14120000000000002,0.0,0.054541666666666676,0.0,0.010000000000000002,0.0,687.7255045999773,0.0,722.3722507717257,0.0,1335.9401477999636,0.0,1.1626519999699667,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A200_an50_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.715,0.0,0.725,0.0,0.62465,0.0,4.128428158197241,0.0,0.5047,0.0,97.77803220000351,0.0,0.14425000000000002,0.0,95.0,0.0,361.3163757324219,0.0,0.13023545213852405,0.0,10.211092927625685,0.0,62.465,0.0,0.010205551648635338,0.0,1.005127931723475,0.0,392.8045138062511,0.0,468.05544725088924,0.0,77.0,0.0,15.0,0.0,1,1.0298758000135422,0.0,0.049787068367863944,0.0,-1.2497682658100078,0.0,1.3706874706543564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.668090073322801,0.0,37.32431820000056,0.0,3.0,0.0,1.0,0.0,5.806934721758049,0.0,0.7314,0.0,0.0006000000000000001,0.0,0.0777,0.0,0.02676666666666667,0.0,0.010000000000000002,0.0,222.9758779000258,0.0,737.0896899889054,0.0,423.7457688000286,0.0,1.0298758000135422,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A50_an100_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.715,0.0,0.75,0.0,0.6238,0.0,4.12465436869585,0.0,0.5047,0.0,99.74254830001155,0.0,0.1436,0.0,95.0,0.0,355.5805969238281,0.0,0.1727727655384492,0.0,10.272032158757877,0.0,62.38,0.0,0.010187080137072256,0.0,0.9938963286173995,0.0,399.4102117249121,0.0,475.92662180477475,0.0,77.0,0.0,15.0,0.0,1,1.040570300014224,0.0,0.049787068367863944,0.0,55.89474387344655,0.0,1.1829665826878493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.857465458399307,0.0,12.546715799951926,0.0,3.0,0.0,1.0,0.0,5.333909737926622,0.0,0.601,0.0,0.0008,0.0,0.09340000000000001,0.0,0.03306666666666667,0.0,0.010000000000000002,0.0,81.38084040000103,0.0,732.3907434928393,0.0,225.44722849992104,0.0,1.040570300014224,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A50_an200_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.715,0.0,0.745,0.0,0.6252500000000001,0.0,4.076238095535957,0.0,0.5047,0.0,95.85783130000345,0.0,0.14295,0.0,95.0,0.0,358.5798034667969,0.0,0.15797704872888255,0.0,10.279237004830163,0.0,62.525,0.0,0.01013790121209088,0.0,1.0024843025289385,0.0,395.08136326166255,0.0,470.76848071338446,0.0,77.0,0.0,15.0,0.0,1,1.058954799955245,0.0,0.049787068367863944,0.0,157.34123117685587,0.0,1.9664002395605134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.067159166919794,0.0,30.18587889999617,0.0,3.0,0.0,1.0,0.0,4.655052206282568,0.0,0.5677,0.0,0.0145,0.0,0.10790000000000001,0.0,0.04530000000000001,0.0,0.010000000000000002,0.0,164.2469121000031,0.0,734.1144311175825,0.0,380.72045179997804,0.0,1.058954799955245,0.0
lh_q5_train1000,LH,qr_alt_lr2_refresh10_self_cem2_nstd0.1_kcov0.1_nn100_M100_A50_an50_kmeans_yvar,anchor,qr_alt,cem,pls,0.1,2,0.1,0.010000000000000002,10,0.1,0.010000000000000002,1.0,0.001,8.0,learned,4,1000,200,200,5,30,5,100,100,0.02,7.805389906357939,40,0.05,False,0.0,1.0,2,pca_residual,0.1,True,True,0.725,0.0,0.75,0.0,0.62375,0.0,4.062905846764522,0.0,0.5047,0.0,98.14763999998104,0.0,0.14525000000000002,0.0,95.0,0.0,351.1557922363281,0.0,0.16803449248193134,0.0,10.323128241714677,0.0,62.375,0.0,0.010146783189489457,0.0,0.9828894062258698,0.0,372.8861041143544,0.0,444.32119820540686,0.0,77.0,0.0,15.0,0.0,1,1.0374791999929585,0.0,0.049787068367863944,0.0,15.506258750575324,0.0,1.8064651230123527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.93686700684825,0.0,10.309656600060407,0.0,3.0,0.0,1.0,0.0,5.891306715575528,0.0,0.666,0.0,0.0012000000000000001,0.0,0.0596,0.0,0.02226666666666667,0.0,0.010000000000000002,0.0,55.82952590001514,0.0,726.7269103384386,0.0,189.87380050000502,0.0,1.0374791999929585,0.0
