G_fro_mean,Kinvt_mu_learned_norm_mean,Kinvt_mu_star_norm_mean,beta_G,beta_K,diag,mu_star_norm_mean,mu_u_norm_mean,phiTr_norm_mean,r_std,ratio_zeta_learned_r,ratio_zeta_ridge_r,ratio_zeta_star_r,sigma_n_cap,sigma_n_cap_value,sigma_n_fixed,sigma_n_fixed_value,sigma_n_mean,sigma_n_scale,sweep,variant
0.04929898679256439,0.44807156920433044,0.3147999942302704,1.0,1.0,baseline,0.31629952788352966,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.007536975668765568,nan,,nan,,1.030606985092163,1.0,,D3
0.04929898679256439,0.44807156920433044,0.0,0.0,0.0,beta_grid,0.0,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.0,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,3.2835559844970703,0.0,0.1,beta_grid,3.3143246173858643,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.08712473292795657,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,1.0945188999176025,0.0,0.3,beta_grid,1.104775071144104,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.02904157841346376,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,0.3283556401729584,0.0,1.0,beta_grid,0.3314325213432312,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.008712474680256481,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,130.93856811523438,0.1,0.0,beta_grid,127.54261779785156,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,1.440335882377055,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,3.1479995250701904,0.1,0.1,beta_grid,3.162994861602783,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.07536973934439538,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,1.078473448753357,0.1,0.3,beta_grid,1.0867078304290771,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.027568307763039653,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,0.3268757164478302,0.1,1.0,beta_grid,0.32976049184799194,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.008573623382140556,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,43.64632797241211,0.3,0.0,beta_grid,42.514347076416016,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.4801133174207122,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,2.9331841468811035,0.3,0.1,beta_grid,2.930582284927368,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.06070715973503674,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,1.0493332147598267,0.3,0.3,beta_grid,1.054331660270691,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.025123250302189638,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,0.3240085542201996,0.3,1.0,beta_grid,0.3265354037284851,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.008312117078586824,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,13.093913078308105,1.0,0.0,beta_grid,12.754319190979004,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.1440341395221393,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,2.4367189407348633,1.0,0.1,beta_grid,2.4152088165283203,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.03934553540629532,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,0.9674188494682312,1.0,0.3,beta_grid,0.9659121036529541,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.019645180357109687,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,0.3147999942302704,1.0,1.0,beta_grid,0.31629952788352966,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.007536975668765568,nan,,nan,,1.030606985092163,1.0,grid,D3
0.04929898679256439,0.44807156920433044,13.093913078308105,1.0,0.0,beta_grid,12.754319190979004,0.4485383629798889,0.3504461348056793,1.610981832013855,0.007622006783434364,0.2106439507136843,0.1440341395221393,nan,,nan,,1.030606985092163,1.0,beta_K_only,D3
