setting,family,method,prediction_head,final_neighbor_mode,N_train,N_test,latent_dim,observed_dim,Q_true,Q,n_final,n_candidate,n_vem,standardize_x,C_std_median_mean,C_std_median_std,anchor_dispersion_frob_mean,anchor_dispersion_frob_std,best_loss_mean,best_loss_std,cosine_to_ref_median_mean,cosine_to_ref_median_std,coverage_90_mean,coverage_90_std,coverage_95_mean,coverage_95_std,gamma_entropy_mean,gamma_entropy_std,gamma_mean_mean,gamma_mean_std,kl_coeff_mean,kl_coeff_std,mean_crps_mean,mean_crps_std,mean_width_90_mean,mean_width_90_std,mean_width_95_mean,mean_width_95_std,n_seeds,pred_sec_mean,pred_sec_std,rmse_mean,rmse_std,train_sec_mean,train_sec_std,wall_sec_mean,wall_sec_std
l2_q2_train1000,L2_phantom,map_vem1,mean,projected,1000,200,2,20,2,2,25,100,50,True,0.049787066876888275,0.0,1.1046572923660278,0.0,59.97261428833008,0.0,0.5158847312138248,0.0,0.83,0.0,0.875,0.0,0.0765165165066719,0.0,0.9303421378135681,0.0,0.0,0.0,1.2816210985183716,0.0,5.843458277196927,0.0,6.962910000505683,0.0,1,15.331691000028513,0.0,2.2585436302154194,0.0,1.0378921999945305,0.0,16.369583200023044,0.0
l2_q2_train1000,L2_phantom,map_vem1,mean,raw,1000,200,2,20,2,2,25,100,50,True,0.049787066876888275,0.0,1.1046572923660278,0.0,59.97261428833008,0.0,0.5158847312138248,0.0,0.77,0.0,0.85,0.0,0.0765165165066719,0.0,0.9303421378135681,0.0,0.0,0.0,1.3725684881210327,0.0,5.7851186266274155,0.0,6.893394019196869,0.0,1,16.11300269997446,0.0,2.3779610476938746,0.0,1.0378921999945305,0.0,17.15089489996899,0.0
l2_q2_train1000,L2_phantom,map_vem5,mean,projected,1000,200,2,20,2,2,25,100,50,True,0.049787066876888275,0.0,1.087354063987732,0.0,60.95185089111328,0.0,0.5186891076748914,0.0,0.825,0.0,0.855,0.0,0.07672448456287384,0.0,0.9265036582946777,0.0,0.0,0.0,1.3140082359313965,0.0,5.888570032634197,0.0,7.016663972584217,0.0,1,15.845678200013936,0.0,2.287129048569349,0.0,2.251652200007811,0.0,18.097330400021747,0.0
l2_q2_train1000,L2_phantom,map_vem5,mean,raw,1000,200,2,20,2,2,25,100,50,True,0.049787066876888275,0.0,1.087354063987732,0.0,60.95185089111328,0.0,0.5186891076748914,0.0,0.795,0.0,0.87,0.0,0.07672448456287384,0.0,0.9265036582946777,0.0,0.0,0.0,1.3466534614562988,0.0,5.897248674040294,0.0,7.027005211653748,0.0,1,16.851604499970563,0.0,2.3599518070988905,0.0,2.251652200007811,0.0,19.103256699978374,0.0
l2_q2_train1000,L2_phantom,post_vem1_boundary,mean,projected,1000,200,2,20,2,2,25,100,50,True,0.07220320403575897,0.0,1.0326498746871948,0.0,78.1023941040039,0.0,0.5437804784324709,0.0,0.805,0.0,0.88,0.0,0.07904856652021408,0.0,0.9286636710166931,0.0,43.28419876098633,0.0,1.320509910583496,0.0,5.835621307612578,0.0,6.953571675270187,0.0,1,16.30272210005205,0.0,2.3251772561520294,0.0,1.562013900023885,0.0,17.864736000075936,0.0
l2_q2_train1000,L2_phantom,post_vem1_boundary,mean,raw,1000,200,2,20,2,2,25,100,50,True,0.07220320403575897,0.0,1.0326498746871948,0.0,78.1023941040039,0.0,0.5437804784324709,0.0,0.8,0.0,0.875,0.0,0.07904856652021408,0.0,0.9286636710166931,0.0,43.28419876098633,0.0,1.3043447732925415,0.0,5.830994007338703,0.0,6.948057906911808,0.0,1,16.17823929997394,0.0,2.273275901640666,0.0,1.562013900023885,0.0,17.740253199997824,0.0
l2_q2_train1000,L2_phantom,post_vem1_boundary,posterior,projected,1000,200,2,20,2,2,25,100,50,True,0.07220320403575897,0.0,1.0326498746871948,0.0,78.1023941040039,0.0,0.5437804784324709,0.0,0.815,0.0,0.88,0.0,0.07904856652021408,0.0,0.9286636710166931,0.0,43.28419876098633,0.0,1.3248883485794067,0.0,5.950344851706221,0.0,7.090273209630464,0.0,1,32.75123600004008,0.0,2.299784448798244,0.0,1.562013900023885,0.0,34.313249900063965,0.0
l2_q2_train1000,L2_phantom,post_vem1_boundary,posterior,raw,1000,200,2,20,2,2,25,100,50,True,0.07220320403575897,0.0,1.0326498746871948,0.0,78.1023941040039,0.0,0.5437804784324709,0.0,0.815,0.0,0.88,0.0,0.07904856652021408,0.0,0.9286636710166931,0.0,43.28419876098633,0.0,1.3222562074661255,0.0,5.959281263493331,0.0,7.100921601053727,0.0,1,33.449381200014614,0.0,2.321286336812771,0.0,1.562013900023885,0.0,35.0113951000385,0.0
l2_q2_train1000,L2_phantom,post_vem1_trainhyp_boundary,mean,projected,1000,200,2,20,2,2,25,100,50,True,0.06609572470188141,0.0,1.0146915912628174,0.0,66.28326416015625,0.0,0.5416659143579637,0.0,0.815,0.0,0.865,0.0,0.0501064732670784,0.0,0.9685401916503906,0.0,44.303428649902344,0.0,1.340832233428955,0.0,6.0330609407432165,0.0,7.188835508912368,0.0,1,16.491339700005483,0.0,2.373153978991446,0.0,1.5770721000153571,0.0,18.06841180002084,0.0
l2_q2_train1000,L2_phantom,post_vem1_trainhyp_boundary,mean,raw,1000,200,2,20,2,2,25,100,50,True,0.06609572470188141,0.0,1.0146915912628174,0.0,66.28326416015625,0.0,0.5416659143579637,0.0,0.8,0.0,0.895,0.0,0.0501064732670784,0.0,0.9685401916503906,0.0,44.303428649902344,0.0,1.288611650466919,0.0,5.978249168445057,0.0,7.123523253844232,0.0,1,17.695177200017497,0.0,2.2901025687917986,0.0,1.5770721000153571,0.0,19.272249300032854,0.0
