train_size,dataset,method,n_seeds,rmse_mean,rmse_std,mean_crps_mean,mean_crps_std,wall_sec_mean,wall_sec_std,coverage_90_mean,coverage_90_std,mean_width_90_mean,mean_width_90_std,coverage_95_mean,coverage_95_std,mean_width_95_mean,mean_width_95_std,split_type,standardize_x,standardize_y,n,source_artifact
200,Wine Quality,xgb_bootstrap,5,0.7508252189635722,0.03732503993637171,0.44050047397613523,0.021657667238790413,11.914881880005122,0.7322191228418743,0.6799999999999999,0.017606816861658974,1.3749097354701034,0.056380241607212514,0.748,0.022271057451320107,1.6383059983941046,0.06718120152405718,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Wine Quality,dkl_svgp,5,0.9656176361335801,0.02093398795623469,0.6744560122489929,0.01455429340439534,1.818612800000119,0.17328354965067305,0.229,0.020591260281974007,0.4813250738573906,0.02750692920968306,0.27,0.017606816861659005,0.5735342003440161,0.03277652776690638,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Wine Quality,lmjgp_transductive,5,0.7792984831133729,0.01931847062071846,0.4360604524612427,0.010637918156160494,94.08908611999941,23.960204868547418,0.857,0.02204540768504862,2.2144756414283164,0.0883750767441604,0.897,0.012489995996796807,2.6387104789894997,0.10530539904060897,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Wine Quality,lmjgp_transductive_residual_ridge,5,0.7699906916299727,0.025985226802210996,0.42918190360069275,0.01078557814361683,113.54073901999509,11.503272461899014,0.8230000000000001,0.023790754506740612,2.0098133652731893,0.07644506929911586,0.875,0.01581138830084191,2.394840335357641,0.09108991837749467,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Wine Quality,lmjgp_supervised,5,0.7753453442551888,0.026912437699973858,0.43662930727005006,0.01306964019805518,103.13826767999853,1.9736073656969488,0.853,0.035860842154082216,2.1899212014850873,0.08574319263043356,0.9019999999999999,0.026381811916545827,2.6094520591758923,0.1021693156895643,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Wine Quality,lmjgp_supervised_residual_ridge,5,0.7641144889549862,0.023517318420868755,0.42888582348823545,0.013121472649455427,116.08297599999932,5.18041808384376,0.818,0.011224972160321799,2.021369903998122,0.06722653919071352,0.8779999999999999,0.02400000000000002,2.4086108005927693,0.0801053622402086,random_row,true,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Parkinsons Telemonitoring,xgb_bootstrap,5,9.478727974752417,0.8697714567379201,6.740556716918945,0.7476096661285384,12.084381200000644,0.039258381597195406,0.31999999999999995,0.0719027120489902,9.932396003057729,0.36307427659083763,0.375,0.07071067811865475,11.835179816129052,0.4326296845937961,subject_grouped,false,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Parkinsons Telemonitoring,dkl_svgp,5,7.814344191376061,1.167081484180144,4.92281584739685,0.989843773719943,1.697295920000761,0.051596355437277724,0.657,0.14545102268461368,15.392666034566233,0.8567319774958895,0.696,0.1395850994913139,18.341492859591003,1.0208591164478473,subject_grouped,false,false,25,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
200,Parkinsons Telemonitoring,lmjgp_transductive,5,8.996776334743199,0.6191757903355726,5.501913356781006,0.45939928052251383,69.02264171999995,1.7628455185234624,0.733,0.05608921464952062,22.73533790802379,1.0750826785276155,0.7969999999999999,0.051439284598446745,27.09082604429792,1.2810400243468867,subject_grouped,true,false,25,experiments/uci/parkinsons_grouped_stdx_lmjgp_train200_5seeds
200,Parkinsons Telemonitoring,lmjgp_transductive_residual_ridge,5,9.455069560987722,0.49667649974998573,5.854293632507324,0.4994230928933669,69.23563114000717,3.99438450400215,0.679,0.06288083968904996,21.151548574506343,1.3776224472829237,0.7629999999999999,0.059211485372349874,25.203624653286568,1.6415383938890282,subject_grouped,true,false,25,experiments/uci/parkinsons_grouped_stdx_lmjgp_train200_5seeds
200,Parkinsons Telemonitoring,lmjgp_supervised,5,8.912024329418289,0.75688524819515,5.447029876708984,0.5978302345473878,68.50405702000134,1.7794612175871998,0.716,0.06865857557508746,22.262313495096727,1.5926220084820095,0.796,0.06476109943476872,26.527182691507,1.8977261723864502,subject_grouped,true,false,25,experiments/uci/parkinsons_grouped_stdx_lmjgp_train200_5seeds
200,Parkinsons Telemonitoring,lmjgp_supervised_residual_ridge,5,9.427621721503547,0.5483620701900928,5.751371574401856,0.4770453206326153,69.50914898000192,3.11434826418911,0.6990000000000001,0.05379591062525106,21.239427973030864,0.9999233142061422,0.7739999999999999,0.04363484845854286,25.308339415298754,1.191482117942756,subject_grouped,true,false,25,experiments/uci/parkinsons_grouped_stdx_lmjgp_train200_5seeds
200,Appliances Energy Prediction,xgb_bootstrap,5,104.00228214489482,5.66726828815242,44.99367828369141,3.000130388210174,12.254772939998656,0.3419467101995728,0.881,0.028879058156387326,169.6967421337878,23.80239124361972,0.899,0.02477902338672772,202.20614006392523,28.362298516427558,random_row,true,true,35,experiments/uci/smalltrain_multiseed_grouped_5seeds_with_residual
