phase,step,sample,reward_mean,reward_std,reward_min,reward_max,adv_mean,adv_std,reward_spread_mean_over_anchors,reward_spread_max_over_anchors
refine,1,0,-0.5768081888808897,0.7674709999750995,-4.6482647100956545,0.19872752873525287,-0.030665310555547158,0.1352383684904163,0.08932536922574891,1.1817042363203887
refine,1,1,-0.5428331352791969,0.7740921521896722,-4.648325416728554,0.6675540686123765,0.0033097430461457205,0.06198990420735144,0.08932536922574891,1.1817042363203887
refine,1,2,-0.5512938940767073,0.773509805296208,-4.648272522315573,0.7411398709571868,-0.0051510157513647604,0.0435538180348226,0.08932536922574891,1.1817042363203887
refine,1,3,-0.5301468361380632,0.7963811970174647,-4.648283460600515,0.8729359216745125,0.015996042187279215,0.09831644358943414,0.08932536922574891,1.1817042363203887
refine,1,4,-0.5296323372518554,0.7766292706508031,-4.648339519528767,0.9387889874984183,0.016510541073487085,0.06789532065705926,0.08932536922574891,1.1817042363203887
refine,2,0,-0.5359157197957541,0.7609594939022843,-4.64828418210036,0.40518382569209244,-0.0010609906323933594,0.06289621028742201,0.07555708257315147,1.3193589666674577
refine,2,1,-0.5320493419906337,0.7860397033657429,-4.648278983116398,0.9467032610030666,0.0028053871727270184,0.13407691262989607,0.07555708257315147,1.3193589666674577
refine,2,2,-0.5367561453515942,0.7716346123400933,-4.648275832295077,0.7488450955832748,-0.0019014161882334368,0.05191918237321732,0.07555708257315147,1.3193589666674577
refine,2,3,-0.5289274794073114,0.7658472935102152,-4.648292067322204,0.47215082678669285,0.00592724975604936,0.07703815609371356,0.07555708257315147,1.3193589666674577
refine,2,4,-0.5406249592715101,0.7584996289247036,-4.648288103378047,0.37589503764789756,-0.005770230108149346,0.04495338229061319,0.07555708257315147,1.3193589666674577
refine,3,0,-0.5380583210007408,0.7742893161287863,-4.64829448307582,0.6922570541406677,-0.009420700318558118,0.11244551646375028,0.08097721463946472,1.224210264756806
refine,3,1,-0.5083092299827703,0.7771474078363781,-4.648284934892677,0.7850906016459712,0.020328390699412332,0.060629237430786645,0.08097721463946472,1.224210264756806
refine,3,2,-0.527621886312108,0.7867874825318931,-4.648264701297908,0.854750751189283,0.0010157343700746924,0.08722653319262709,0.08097721463946472,1.224210264756806
refine,3,3,-0.5277873381323862,0.7708511120394704,-4.648281337953462,0.7679740877080488,0.0008502825497964539,0.04325619690333012,0.08097721463946472,1.224210264756806
refine,3,4,-0.5414113279829079,0.7713881003398295,-4.648270015562341,0.4092386813905621,-0.012773707300725188,0.061347602881853924,0.08097721463946472,1.224210264756806
refine,4,0,-0.5310246761881572,0.7898264778977981,-4.648291204759461,1.0402961327697933,0.03281213943422471,0.10031566614696481,0.1426199962493136,3.4288692050656406
refine,4,1,-0.5549135617579936,0.8044894725396501,-4.648294327723693,1.0271268708765442,0.008923253864388515,0.12531406924910624,0.1426199962493136,3.4288692050656406
refine,4,2,-0.617949099526569,0.8868271234892608,-4.648267765073671,0.4329105710480631,-0.05411228390418693,0.37885179856454293,0.1426199962493136,3.4288692050656406
refine,4,3,-0.556773910613101,0.8031132899022676,-4.648283057088848,0.9270250317757285,0.00706290500928104,0.14094073494957288,0.1426199962493136,3.4288692050656406
refine,4,4,-0.5585228300260892,0.7877346556114121,-4.648264141416282,0.9656631803877943,0.005313985596292843,0.1054574695794319,0.1426199962493136,3.4288692050656406
refine,5,0,-0.5055698927248475,0.7797633976031761,-4.648279142333321,0.7546267280172978,0.0390519963597226,0.2337410601618343,0.09470528395270042,2.5149070791568033
refine,5,1,-0.5696686436398823,0.8010717045821296,-4.648324434748843,0.7464196179625086,-0.025046754555312092,0.12116745245599687,0.09470528395270042,2.5149070791568033
refine,5,2,-0.53587102070249,0.7718574967891544,-4.648247832286214,0.6677203041659676,0.008750868382080177,0.03696139155714965,0.09470528395270042,2.5149070791568033
refine,5,3,-0.5404026817180619,0.7849087595700077,-4.648282697861914,0.7497570829136626,0.004219207366508162,0.041687519371095674,0.09470528395270042,2.5149070791568033
refine,5,4,-0.5715972066375687,0.7951043574070007,-4.648266620437403,0.3575376791398643,-0.026975317552998614,0.13093856664529596,0.09470528395270042,2.5149070791568033
refine,6,0,-0.5637482781513483,0.7974211428814261,-4.648262639869019,0.5098535654327376,-0.01769797720777411,0.14114787187939618,0.11400795616828496,1.878315314624309
refine,6,1,-0.5777492880534579,0.7798142304161443,-4.64827877029449,0.5145629576315031,-0.03169898710988377,0.14881145334514628,0.11400795616828496,1.878315314624309
refine,6,2,-0.5575449391543342,0.7797544528496405,-4.648276056673959,0.559749842170014,-0.011494638210760036,0.09796829476350925,0.11400795616828496,1.878315314624309
refine,6,3,-0.5200113878178633,0.7810261891006063,-4.648262819387202,1.024490904110511,0.02603891312571096,0.117362751410375,0.11400795616828496,1.878315314624309
refine,6,4,-0.5111976115408671,0.7681039549053902,-4.64827816790463,0.6612169862547095,0.034852689402707124,0.1483783699377102,0.11400795616828496,1.878315314624309
refine,7,0,-0.5542069546578101,0.8120336842020529,-4.648260029053578,0.8653868734982991,0.003566359503044476,0.14834787874209293,0.13378811346562045,1.8730134447433384
refine,7,1,-0.5760440529453591,0.7810056359821888,-4.64829061332798,0.6822454412723521,-0.01827073878450441,0.22833547788140526,0.13378811346562045,1.8730134447433384
refine,7,2,-0.5827489719257692,0.789544069895325,-4.648278427322207,0.43739630981595234,-0.02497565776491466,0.15057063642311583,0.13378811346562045,1.8730134447433384
refine,7,3,-0.5425269153116844,0.7747428710842541,-4.648263740921561,0.7393699950179846,0.015246398849170228,0.05998848422959183,0.13378811346562045,1.8730134447433384
refine,7,4,-0.5333396759636503,0.7848010263404316,-4.648277196062784,0.9787971194500485,0.02443363819720447,0.10056716642600755,0.13378811346562045,1.8730134447433384
refine,8,0,-0.5949071136786359,0.8977957249023608,-4.6482558200592035,0.9672011441728962,-0.045364501248511095,0.30705433156293716,0.11710736243524737,3.1605275926337955
refine,8,1,-0.5351759560140174,0.7754435189038764,-4.6482915797955116,0.7643303188042156,0.014366656416107498,0.07232863276361226,0.11710736243524737,3.1605275926337955
refine,8,2,-0.5390715445405552,0.7760343524515887,-4.648275346803606,0.7978729163786328,0.01047106788956969,0.04161680207460709,0.11710736243524737,3.1605275926337955
refine,8,3,-0.5361555784689123,0.782745241885353,-4.648293876873547,1.0363353122067478,0.013387033961212663,0.08447630246035864,0.11710736243524737,3.1605275926337955
refine,8,4,-0.5424028694485034,0.7691801788853099,-4.6482646554390605,0.7476544183377009,0.007139742981621473,0.16806042724535397,0.11710736243524737,3.1605275926337955
