setting,family,seed,variant,step,beta_W,N_train,N_test_total,n_anchors_used,latent_dim,observed_dim,Q_true,Q,n_neighbors,m1,m2,standardize_x,standardize_y,data_per_anchor,KL_V_per_anchor,KL_V_scaled_per_anchor,KL_u_per_anchor,elbo_per_anchor,mu_data_grad_norm,mu_KL_scaled_grad_norm,mu_data_over_scaled_KL,sigma_data_grad_norm,sigma_KL_scaled_grad_norm,sigma_data_over_scaled_KL,sigma2proxy_data_grad_norm,sigma2proxy_KL_scaled_grad_norm,sigma2proxy_data_over_scaled_KL,rho_mean,rho_entropy_mean,rho_hard_frac_005_095,mu_boundary_share_of_split_norms,sigma2proxy_boundary_share_of_split_norms,kl_mu_pull_dot_scaled,elapsed_sec,boundary_quantile,boundary_y_var_threshold,expansion,init_info_json,kl_mu_pull_dot,mu_KL_grad_norm,mu_V_mode,mu_W_frob_mean,mu_W_frob_median,mu_boundary_data_grad_norm,mu_boundary_over_scaled_KL,mu_data_cos_neg_KL,mu_data_over_KL,mu_interior_data_grad_norm,mu_total_elbo_grad_norm,n_anchors,n_boundary,n_interior,noise_std,noise_var,rho_boundary_entropy_mean,rho_boundary_mean,rho_interior_entropy_mean,rho_interior_mean,row_second_moment_median,sigma2proxy_KL_grad_norm,sigma2proxy_boundary_data_grad_norm,sigma2proxy_interior_data_grad_norm,sigma_KL_grad_norm,sigma_W_mean,sigma_boundary_data_grad_norm,sigma_boundary_over_scaled_KL,sigma_boundary_share_of_split_norms,sigma_data_cos_neg_KL,sigma_data_over_KL,sigma_interior_data_grad_norm,sigma_total_elbo_grad_norm,warmup_steps
l2_q2_train1000,L2_phantom,0,baseline,0,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-67.96912960140708,90.51918029785156,90.51918029785156,4.344600200653076,-162.83291009991171,10.805473327636719,4.883221626281738,2.212775531112725,1.0226953029632568,32.72028350830078,0.0312556980963753,0.8703658580780029,36258.88671875,2.4004207984353917e-05,0.012763636390650188,0.013003983331304777,0.9755000472068787,0.44602231253552843,0.40618610076350525,-140.484619140625,1.3472867000382394,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-140.484619140625,4.883221626281738,random,5.226836204528809,5.215527534484863,5.860856056213379,1.2002027564487272,0.04548530653119087,2.212775531112725,7.279419422149658,12.058366775512695,80,20,60,2.0,4.0,0.014113077239305945,0.012260052694782211,0.012634285361971058,0.01293149762260618,20.848636627197266,36258.88671875,0.3956999182701111,0.5784838795661926,32.72028350830078,0.6248610019683838,0.46392858028411865,0.014178623487978794,0.40342461259019535,0.033879563212394714,0.0312556980963753,0.6860473155975342,32.7708740234375,0
l2_q2_train1000,L2_phantom,0,baseline,1,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-62.11282709258243,83.93221282958984,83.93221282958984,4.254698276519775,-150.29973819869204,9.055513381958008,4.647072792053223,1.948648920981717,1.0559240579605103,2.446880340576172,0.43153890300654,0.9125099182128906,8.58906078338623,0.10624094312825835,0.011035490619677424,0.012713679526079337,0.9755000472068787,0.4226888256740247,0.4055798722176888,-133.65463256835938,2.672576700046193,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-133.65463256835938,4.647072792053223,random,5.129424571990967,5.14042329788208,4.715489387512207,1.0147225142623075,0.03439166024327278,1.948648920981717,6.440446376800537,10.319502830505371,80,20,60,2.0,4.0,0.011745342233079856,0.010022216346898082,0.01303645862374583,0.01137324871060387,19.836259841918945,8.58906078338623,0.41346481442451477,0.6059763431549072,2.446880340576172,0.6167867183685303,0.4795766770839691,0.1959951490603101,0.404409974659417,0.4157920181751251,0.43153890300654,0.7062909007072449,3.0415096282958984,0
l2_q2_train1000,L2_phantom,0,baseline,5,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-49.23467855139839,67.59730529785156,67.59730529785156,3.9086289405822754,-120.74061278983223,4.1393537521362305,3.8007757663726807,1.0890812840786648,0.9708059430122375,1.802497148513794,0.5385894473190664,0.8932299017906189,4.738007068634033,0.18852439197566181,0.007872203120436499,0.014255826001934636,0.9730000495910645,0.3546623912584592,0.3540192695301883,-109.24064636230469,5.177117100043688,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-109.24064636230469,3.8007757663726807,random,4.837192058563232,4.846210956573486,2.071815252304077,0.545103257770279,0.005756959319114685,1.0890812840786648,3.7698395252227783,5.635715961456299,80,20,60,2.0,4.0,0.012022494227906038,0.007089780879477871,0.015000269926610835,0.008133010534089375,17.710487365722656,4.738007068634033,0.3472703695297241,0.6336659789085388,1.802497148513794,0.5875223875045776,0.3857894539833069,0.2140305488424214,0.35945602372502955,0.3779590129852295,0.5385894473190664,0.6874696612358093,2.348237991333008,0
l2_q2_train1000,L2_phantom,0,baseline,10,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-42.57024328338548,52.402809143066406,52.402809143066406,3.50727915763855,-98.48033158409044,2.291633367538452,2.975522756576538,0.7701616001670479,0.7481266856193542,1.3144991397857666,0.5691344048663903,0.7419342398643494,2.8931353092193604,0.25644643632811687,0.008038816076908034,0.01553367093958151,0.9730000495910645,0.3932728681500824,0.3416155577743274,-85.39480590820312,7.721984500007238,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-85.39480590820312,2.975522756576538,random,4.545125484466553,4.520991802215576,1.6214463710784912,0.5449282373978656,-0.021225985139608383,0.7701616001670479,2.5015087127685547,3.7169675827026367,80,20,60,2.0,4.0,0.012596166869512239,0.005865630645566085,0.016512838962937933,0.008763211220688684,16.14141273498535,2.8931353092193604,0.2768626809120178,0.5335883498191833,1.3144991397857666,0.5614080429077148,0.28742098808288574,0.2186543751787687,0.3497086621739469,0.2742146849632263,0.5691344048663903,0.5344659686088562,1.6813486814498901,0
l2_q2_train1000,L2_phantom,0,baseline,25,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-32.93315972820548,29.42763328552246,29.42763328552246,2.514373779296875,-64.87516679302482,1.1873199939727783,1.663081407546997,0.7139277660039777,0.3998152017593384,0.7394579648971558,0.5406868554251693,0.45383861660957336,1.3657978773117065,0.33228827204129335,0.00790643520995845,0.016975713918631976,0.9690000414848328,0.48596824021821194,0.3317412402356421,-46.78284454345703,14.74451470002532,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-46.78284454345703,1.663081407546997,random,4.014138698577881,4.051384925842285,1.2620929479599,0.7588882553990276,-0.08555595576763153,0.7139277660039777,1.3349758386611938,1.9590020179748535,80,20,60,2.0,4.0,0.013122909876205126,0.0053674777812839376,0.01825998193277426,0.008752754352849952,13.686084747314453,1.3657978773117065,0.1654200553894043,0.33322176337242126,0.7394579648971558,0.5360786318778992,0.14820696413516998,0.20042648963255497,0.3369505087643881,-0.19816456735134125,0.5406868554251693,0.29164090752601624,0.7677740454673767,0
l2_q2_train1000,L2_phantom,0,baseline,50,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-22.39354541404482,18.086666107177734,18.086666107177734,1.4570949077606201,-41.93730642898318,0.8644884824752808,1.0011435747146606,0.8635010045603815,0.2261757105588913,0.4900028109550476,0.4615804348510981,0.25881558656692505,0.7713424563407898,0.3355391427495555,0.005508297821832123,0.014625365406182101,0.9740000367164612,0.4775089440703299,0.3468138723677071,-26.896472930908203,25.082674900011625,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-26.896472930908203,1.0011435747146606,random,3.71018385887146,3.76859188079834,0.9145461320877075,0.9135014748992076,-0.15974435210227966,0.8635010045603815,1.0006978511810303,1.2137210369110107,80,20,60,2.0,4.0,0.010550685256801938,0.0029191955227257094,0.015983592122642158,0.006371331921534259,12.701959609985352,0.7713424563407898,0.09938985109329224,0.1871899515390396,0.4900028109550476,0.5480785965919495,0.08728067576885223,0.17812280627275684,0.3489192855637015,-0.6161303520202637,0.4615804348510981,0.1628650724887848,0.3933074474334717,0
l2_q2_train1000,L2_phantom,0,baseline,80,1.0,1000,200,80,2,20,2,2,25,2,40,True,False,-13.48751064981294,13.212839126586914,13.212839126586914,0.7935692667961121,-27.493919043195966,0.5883180499076843,0.7318105101585388,0.8039212907453755,0.12685053050518036,0.3478185832500458,0.3647031430002343,0.1314353346824646,0.5044768452644348,0.2605378936937518,0.0020570468964372602,0.007188380280541253,0.9910000562667847,0.45360656007182193,0.3967007487064645,-18.718135833740234,37.7196765000117,0.75,5.175595283508301,rff,"{""lengthscale_init_median_heuristic"": 6.031634330749512, ""mu_V_mode"": ""random""}",-18.718135833740234,0.7318105101585388,random,3.7006592750549316,3.7312519550323486,0.534553050994873,0.7304528201966762,-0.23262590169906616,0.8039212907453755,0.6438978314399719,0.8254432082176208,80,20,60,2.0,4.0,0.0023925261210683947,0.0004329183840096353,0.00878699833369887,0.0025984230672464687,12.85826587677002,0.5044768452644348,0.05855272710323334,0.08904650807380676,0.3478185832500458,0.5656926035881042,0.05491741746664047,0.1578909814233833,0.3863278992775703,-0.6927552819252014,0.3647031430002343,0.08723492920398712,0.275569885969162,0
l2_q2_train1000,L2_phantom,0,pls_kl,0,0.01,1000,200,80,2,20,2,2,25,2,40,True,False,-53.19082560631737,19.66323471069336,0.19663234055042267,31.3630428314209,-84.75050077828868,7.3472418785095215,0.0007854169607162476,9354.575016828425,0.9746391177177429,0.4221146774291992,2.3089439193481205,0.8107504844665527,591.4429296875,0.0013708008732050071,0.010752632452954655,0.012990006181007837,0.9755000472068787,0.45960199929756135,0.39058434099171524,-0.0008823605021461844,0.8147905999794602,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-0.08823606371879578,0.07854169607162476,pls,1.4142135381698608,1.4377928972244263,4.3953447341918945,5596.192791894428,-0.08155929297208786,93.54575016828424,5.168026924133301,7.347177505493164,80,20,60,2.0,4.0,0.0165271547031769,0.011385976948941378,0.01181095667361815,0.01054151762095908,7.285310745239258,59144.29296875,0.3527377247810364,0.5503648519515991,42.21146774291992,0.5678892135620117,0.4172365665435791,0.9884436359443144,0.3806688035755547,0.018040664494037628,0.023089439193481207,0.678825318813324,1.0690866708755493,40
l2_q2_train1000,L2_phantom,0,pls_kl,1,0.03475,1000,200,80,2,20,2,2,25,2,40,True,False,-50.14271383590524,17.205060958862305,0.5978758335113525,30.653690338134766,-81.39428000755136,5.915896892547607,0.003156541280448437,1874.170608567856,0.8879360556602478,0.08287251102924348,10.714482337175943,0.7575297951698303,0.29087433123588563,2.604319851638984,0.010107281634762552,0.013296951456686776,0.9760000705718994,0.47757668979424556,0.41023297818775795,-0.003526537213474512,1.9214587999740615,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-0.10148308426141739,0.09083572030067444,pls,1.4029251337051392,1.419343113899231,3.8662056922912598,1224.8234218378425,-0.3063564896583557,65.12742864773301,4.229259967803955,5.914930820465088,80,20,60,2.0,4.0,0.016303553492715023,0.009458729333762754,0.012294750778010694,0.01032346573509582,6.9889397621154785,8.370484352111816,0.34355831146240234,0.4939129054546356,2.3848204612731934,0.5542690753936768,0.39954960346221924,4.821256149958204,0.4037280884551617,0.316591739654541,0.3723282612168641,0.5901006460189819,0.9175463914871216,40
l2_q2_train1000,L2_phantom,0,pls_kl,5,0.13375,1000,200,80,2,20,2,2,25,2,40,True,False,-41.766065603438705,15.230931282043457,2.037137269973755,27.93478775024414,-71.7379906236566,2.652221441268921,0.028178789876401426,94.12119728711441,0.663140058517456,0.2663804431259632,2.4894472384516506,0.6149932742118835,0.6645546871423722,0.9254216185825038,0.008820890845519127,0.014173844766639705,0.9745000600814819,0.4454258277912397,0.4140557650040966,-0.04646584391593933,4.219616399961524,0.75,5.175595283508301,rff,"{""calibration"": {""alphas_capped_at"": 5.0, ""alphas_q"": [1.0249172449111938, 1.0249959230422974], ""mu_W_frob_post"": 12.707978248596191, ""mu_W_frob_pre"": 12.398552894592285, ""target_W_frob"": 1.4142135381698608}, ""lengthscale_init_median_heuristic"": 6.109309673309326, ""mu_V_mode"": ""pls"", ""supervised_init"": {""W_init_frob"": 1.4142135623730936, ""W_init_shape"": [2, 20], ""W_init_trace_WtW"": 1.999999999999996, ""mode"": ""pls""}}",-0.3474081754684448,0.21068254113197327,pls,1.4604504108428955,1.4113112688064575,2.263946533203125,80.34221991552188,-0.49145179986953735,12.588710137151553,2.8187100887298584,2.638486862182617,80,20,60,2.0,4.0,0.014060532240325713,0.007759491734722462,0.014211615608744364,0.009174690549118016,5.931461334228516,4.96863317489624,0.27935242652893066,0.3953210115432739,1.9916294813156128,0.5058963298797607,0.3029252588748932,1.1371903106702508,0.4145314226048566,0.34951797127723694,0.33296356814290823,0.4278402328491211,0.796364426612854,40
